id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0251	你怎么了？哪里不舒服吗？	Nǐ zěnme le? Nǎlǐ bù shūfu ma?	どうしたの？どこか気分が悪いですか？	daily	1	A	panda	sad	咳咳……阿嚏！	Kéké...... ā tì!	ゴホゴホ……ハクション！	B	dog	surprised	你怎么了？哪里不舒服吗？	Nǐ zěnme le? Nǎlǐ bù shūfu ma?	どうしたの？どこか具合悪い？	「不舒服(bù shūfu:具合が悪い)」は体調不良全般に使える最重要ワード。様子がおかしい相手に真っ先に声をかける思いやりのフレーズです。
phrase_0252	我可能感冒了。	Wǒ kěnéng gǎnmào le.	私、たぶん風邪を引きました。	daily	1	A	me	sad	头有点晕，我可能感冒了。	Tóu yǒudiǎn yūn, wǒ kěnéng gǎnmào le.	ちょっと頭がくらくらする、私たぶん風邪引いたんだわ。	B	sensei	normal	最近天气变化大，多喝点热水。	Zuìjìn tiānqì biànhuà dà, duō hē diǎn rèshuǐ.	最近天気の変化が激しいから、お湯をたくさん飲みなさい。	「感冒(gǎnmào)」は日本と同じく風邪のこと。「可能(たぶん)」をつけることで「自分でもよくわからないけど体調が変だ」というニュアンスが出ます。
phrase_0253	你需要去看医生吗？	Nǐ xūyào qù kàn yīshēng ma?	病院へ行って診てもらいましょうか？	daily	1	A	cat	tired	我肚子痛了一整天。	Wǒ dǔzi tòng le yì zhěng tiān.	お腹が一日中ずっと痛いんです。	B	panda	surprised	这么严重！你需要去看医生吗？	Zhème yánzhòng! Nǐ xūyào qù kàn yīshēng ma?	そんなにひどいの！お医者さんに診てもらったほうがいいんじゃない？	「看病(kànbìng:病気を診てもらう)」とも言います。「看医生」は「医者に診てもらう（病院に行く）」という日常的な表現です。
phrase_0254	我今天不想加班，我头痛。	Wǒ jīntiān bù xiǎng jiābān, wǒ tóutòng.	今日は残業したくありません、頭が痛いです。	business	2	A	dog	tired	我今天不想加班，我头痛。	Wǒ jīntiān bù xiǎng jiābān, wǒ tóutòng.	今日は残業したくないんだ、頭が痛くて。	B	me	happy	你早点回去休息吧，剩下的交给我。	Nǐ zǎodiǎn huíqù xiūxi ba, shèngxià de jiāo gěi wǒ.	早く帰って休んで、残りは僕に任せて。	「〇〇＋痛(tòng:痛い)」で体の様々な部位の痛みを表現できます。「胃痛(胃が痛い)」「牙痛(歯が痛い)」など応用がききます。
phrase_0255	他发烧了，三十八度半。	Tā fāshāo le, sānshíbā dù bàn.	彼は熱を出しました、38度5分です。	daily	2	A	sensei	sad	小明今天怎么没来上课？	Xiǎo Míng jīntiān zěnme méi lái shàngkè?	明君は今日どうして授業に来てないの？	B	me	sad	他发烧了，三十八度半。	Tā fāshāo le, sānshíbā dù bàn.	彼、熱を出したんです、38度5分。	「発烧(fāshāo)」は発熱すること。体温の少数は「半(bàn)」と表現します。「退烧(tuìshāo:熱が下がる)」もセットで覚えておきましょう。
phrase_0256	你吃药了吗？	Nǐ chī yào le ma?	あなたはもう薬を飲みましたか？	daily	1	A	cat	sad	我咳嗽得很厉害。	Wǒ késou de hěn lìhai.	咳がひどいの。	B	panda	normal	你吃药了吗？没吃的话我去给你买。	Nǐ chī yào le ma? Méi chī de huà wǒ qù gěi nǐ mǎi.	薬は飲んだの？飲んでないなら僕が買ってきてあげるよ。	中国語では薬は「飲む(喝)」ではなく「食べる(吃)」を使います。体調不良の相手に必ず確認するマストな質問です。
phrase_0257	多喝热水，好好休息。	Duō hē rèshuǐ, hǎohāo xiūxi.	お湯をたくさん飲んで、しっかり休んでください。	daily	1	A	dog	tired	我今天请病假，不去公司了。	Wǒ jīntiān qǐng bìngjià, bú qù gōngsī le.	今日病欠取ったから、会社には行かないよ。	B	me	happy	好的，多喝热水，好好休息。	Hǎo de, duō hē rèshuǐ, hǎohāo xiūxi.	分かった、お湯をたくさん飲んで、しっかり休んでね。	中国人が体調不良の人にかける最強の万能フレーズ。中国では健康のために常に「白开水(お湯)」を飲む習慣があります。
phrase_0258	我想去医院检查一下。	Wǒ xiǎng qù yīyuàn jiǎnchá yíxià.	私は病院へ行ってちょっと検査してもらいたいです。	daily	2	A	panda	tired	我的腿一直疼。我想去医院检查一下。	Wǒ de tuǐ yìzhí téng. Wǒ xiǎng qù yīyuàn jiǎnchá yíxià.	足がずっと痛いの。病院に行って検査してもらいたいわ。	B	sensei	normal	对，去查一下比较放心。	Duì, qù chá yíxià bǐjiào fàngxīn.	そうですね、検査に行った方が安心でしょう。	「检查(jiǎnchá)」は病気の検査や健康診断のこと。「体检(tǐjiǎn:健康診断)」の略語としても非常によく使われます。
phrase_0259	不好意思，我最近有点儿过敏。	Bù hǎoyìsi, wǒ zuìjìn yǒudiǎnr guòmǐn.	すみません、私最近ちょっとアレルギーが出ているんです。	daily	2	A	cat	normal	你怎么看起来这么憔悴？	Nǐ zěnme kàn qǐlái zhème qiáocuì?	なんだか顔色が悪いみたいだけど、大丈夫？	B	dog	sad	不好意思，我最近有点儿过敏。	Bù hǎoyìsi, wǒ zuìjìn yǒudiǎnr guòmǐn.	ごめんね、最近ちょっとアレルギーでさ。	「过敏(guòmǐn)」は花粉症や食物アレルギーなどの過敏反応全般。レストランで「我对花生过敏(ピーナッツアレルギーです)」と伝える際にも命に関わる重要語です。
phrase_0260	昨晚没睡好，我的黑眼圈很重。	Zuówǎn méi shuì hǎo, wǒ de hēiyǎnquān hěn zhòng.	昨夜よく眠れなくて、目のクマがひどいんです。	daily	2	A	me	tired	昨晚没睡好，我的黑眼圈很重。	Zuówǎn méi shuì hǎo, wǒ de hēiyǎnquān hěn zhòng.	昨夜よく眠れなくて、目のクマがひどいんだ。	B	panda	surprised	哇，你简直像个大熊猫！	Wa, nǐ jiǎnzhí xiàng ge dàxióngmāo!	うわっ、君まるでパンダみたいだね！	「黑眼圈(hēiyǎnquān:黒い目の輪)」で目のクマのこと。寝不足で疲れていることを自虐的にアピールする時の言葉です。
