id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0126	在哪儿？	Zài nǎr?	どこですか？	travel	1	A	cat	normal	请问洗手间在哪儿？	Qǐngwèn xǐshǒujiān zài nǎr?	お尋ねしますが、お手洗いはどこですか？	B	dog	happy	在那边，直走就到了。	Zài nàbian, zhízǒu jiù dào le.	あちらです、まっすぐ行けば着きますよ。	場所を尋ねる最も基礎的で必須のフレーズです。「哪儿（アール化）」は北京などの北方なまりで、南方では「哪里(nǎlǐ)」がよく使われます。
phrase_0127	怎么走？	Zěnme zǒu?	どうやって行きますか？	travel	1	A	panda	normal	请问去火车站怎么走？	Qǐngwèn qù huǒchēzhàn zěnme zǒu?	すみません、駅へはどう行けばいいですか？	B	sensei	normal	你可以在前面坐地铁。	Nǐ kěyǐ zài qiánmiàn zuò dìtiě.	前のところから地下鉄に乗れますよ。	「怎么（どうやって）＋走（行く、歩く）」。目的地までの道順や交通手段を尋ねる時の定番表現。
phrase_0128	直走。	Zhízǒu.	まっすぐ進みます。	travel	1	A	me	normal	去超市应该怎么走？	Qù chāoshì yīnggāi zěnme zǒu?	スーパーにはどう行けばいいですか？	B	dog	normal	从这里一直往前直走。	Cóng zhèlǐ yìzhí wǎng qián zhízǒu.	ここからずっと前へ真っ直ぐに進んでください。	道を教えられる時に最もよく耳にする単語です。「一直走(yìzhízǒu：ずっとまっすぐ)」という強調形も頻出します。
phrase_0129	右拐。	Yòuguǎi.	右に曲がる。	travel	2	A	cat	normal	十字路口怎么走？	Shízì lùkǒu zěnme zǒu?	十字路はどう行きますか？	B	panda	happy	到了十字路口右拐。	Dào le shízì lùkǒu yòuguǎi.	十字路に着いたら右に曲がります。	「拐(guǎi)」は曲がるという意味。中国北部でよく使われ、南部や台湾では「右转(yòuzhuǎn)」と言うことが多いです。
phrase_0130	左拐。	Zuǒguǎi.	左に曲がります。	travel	2	A	me	normal	师傅，在前面的路口左拐。	Shīfu, zài qiánmiàn de lùkǒu zuǒguǎi.	運転手さん、前の交差点で左に曲がってください。	B	sensei	normal	好的，左拐之后就到了吗？	Hǎo de, zuǒguǎi zhīhòu jiù dào le ma?	はい、左折したらすぐ着きますか？	タクシーに乗っている時の必須フレーズです。方向を指示できるようになれば、旅行中の移動がグッと楽になります。
phrase_0131	在这里停。	Zài zhèlǐ tíng.	ここで停めてください。	travel	1	A	panda	happy	师傅，就在这里停吧。	Shīfu, jiù zài zhèlǐ tíng ba.	運転手さん、ここで停めてください。	B	dog	normal	好的，一共三十块钱。	Hǎo de, yígòng sānshí kuài qián.	はい、全部で30元ね。	「停(tíng)」はストップの意味。タクシーで目的地周辺に着いた時、一番安全な場所で降ろしてもらうための言葉です。
phrase_0132	远吗？	Yuǎn ma?	遠いですか？	travel	1	A	cat	tired	我们要走到酒店，远吗？	Wǒmen yào zǒu dào jiǔdiàn, yuǎn ma?	ホテルまで歩くけど、遠いの？	B	me	happy	不远，大概五分钟。	Bù yuǎn, dàgài wǔ fēnzhōng.	遠くないよ、大体5分くらい。	距離の「遠さ」を尋ねるシンプルで強力な言葉。「太远了（遠すぎる）」「很近（とても近い）」とセットで覚えましょう。
phrase_0133	要多久？	Yào duōjiǔ?	どのくらいかかりますか？	travel	1	A	dog	normal	坐高铁去上海要多久？	Zuò gāotiě qù Shànghǎi yào duōjiǔ?	新幹線で上海へ行くのにどのくらいかかりますか？	B	sensei	normal	大概需要五个小时。	Dàgài xūyào wǔ ge xiǎoshí.	だいたい5時間必要ですね。	「多（どれくらい）＋久（久しい/時間が経つ）」。移動時間だけでなく、待ち時間や修理時間など何にでも使える時間確認の便利ワード。
phrase_0134	买票。	Mǎipiào.	チケットを買う。	travel	1	A	panda	happy	我们先去买票吧。	Wǒmen xiān qù mǎipiào ba.	先にチケットを買いに行こう。	B	cat	normal	好，你要买几张？	Hǎo, nǐ yào mǎi jǐ zhāng?	うん、何枚買うの？	「票(piào)」はチケット全般を指します（映画、電車、飛行機など）。「售票处(shòupiàochù)」がチケット売り場の意味。
phrase_0135	一张票。	Yì zhāng piào.	チケット1枚。	travel	1	A	me	normal	你好，我要买一张票。	Nǐhǎo, wǒ yào mǎi yì zhāng piào.	こんにちは、チケットを1枚買いたいです。	B	sensei	happy	好的，给您，一百块。	Hǎo de, gěi nín, yìbǎi kuài.	はいどうぞ、100元です。	チケットや紙を数える時の量詞は「张(zhāng)」です。2枚買いたい時は「二张」ではなく「两张(liǎng zhāng)」になるので注意！
