id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0901	俗话说得好，“失败乃成功之母”，你不要太灰心。	Súhuà shuō de hǎo, "shībài nǎi chénggōng zhī mǔ", nǐ búyào tài huīxīn.	俗語にも言うように「失敗は成功の母」ですよ。あまり落ち込まないでください。	idiom	1	A	犬	悲しい	这次创业又失败了，我把所有的积蓄都赔光了，我可能真的不是做生意的料。	Zhè cì chuàngyè yòu shībài le, wǒ bǎ suǒyǒu de jīxù dōu péi guāng le, wǒ kěnéng zhēnde bú shì zuò shēngyì de liào.	今回の起業もまた失敗したよ。貯金を全部使い果たしちゃった。俺には本当に商才がないのかもしれない。	B	先生	普通	振作一点。俗话说得好，“失败乃成功之母”，你不要太灰心。至少你积累了宝贵的经验，下次再战就是了。	Zhènzuò yìdiǎn. Súhuà shuō de hǎo, "shībài nǎi chénggōng zhī mǔ", nǐ búyào tài huīxīn. Zhìshǎo nǐ jīlěi le bǎoguì de jīngyàn, xiàcì zài zhàn jiùshì le.	元気を出せよ。俗に言う通り「失敗は成功の母」さ。そんなに落ち込むな。少なくとも貴重な経験は積んだんだ、次頑張ればいいだけだよ。	「俗话说得好(súhuà shuō de hǎo:俗によく言われているように)」「失败乃成功之母(shībài nǎi chénggōng zhī mǔ:失敗は成功の母)」「灰心(huīxīn:気がくじける・落胆する)」。失敗した人を励ます際のド定番のフレーズです。
phrase_0902	你这句话真是一语惊醒梦中人啊！	Nǐ zhè jù huà zhēnshi yìyǔ-jīngxǐng-mèngzhōngrén a!	あなたのこの一言は本当に「一語で夢の中の人を驚き目覚めさせる」ですね！	idiom	2	A	猫	悩む	我一直在纠结要不要辞职去大城市闯荡，总觉得现在的铁饭碗丢了可惜。	Wǒ yìzhí zài jiūjié yào-buyào cízhí qù dà chéngshì chuǎngdàng, zǒng juéde xiànzài de tiěfànwǎn diū le kěxī.	私ずっと、辞職して大都市に飛び出そうか悩んでるの。どうしても今の安定した公務員の仕事を捨てるのが惜しい気がして。	B	私	普通	青春就这几年，你现在不去，难道等老了躺在摇椅上后悔吗？	Qīngchūn jiù zhè jǐ nián, nǐ xiànzài bú qù, nándào děng lǎo le tǎng zài yáoyǐ shang hòuhuǐ ma?	青春なんてこの数年間だけだぜ、お前今行かないで、まさか年取ってロッキングチェアに寝そべってから後悔するつもりか？	「一语惊醒梦中人(yìyǔ jīngxǐng mèngzhōngrén:誰かの一言でハッと夢から覚めたように真理に気づくこと)」「纠结(jiūjié:悩む・葛藤する)」。迷っている背中を的確なアドバイスで押された時の感謝と感動の表現です。
phrase_0903	做人要懂得“滴水之恩，当涌泉相报”。	Zuòrén yào dǒngde "dīshuǐ-zhī'ēn, dāng yǒngquán-xiāngbào".	人として生きるには、「一滴の水の恩であっても、湧き出る泉のように報いるべきである」と理解しなければなりません。	idiom	2	A	私	普通	听说你把你早期的那个投资人请来当公司的名誉董事了？他现在都已经破产了。	Tīngshuō nǐ bǎ nǐ zǎoqī de nàge tóuzīrén qǐnglái dāng gōngsī de míngyù dǒngshì le? Tā xiànzài dōu yǐjīng pòchǎn le.	聞いたぞ、お前初期の頃のあの投資家を招いて会社の名誉取締役に据えたらしいじゃないか。彼は今もう破産しているのに。	B	先生	微笑む	当年要是没有他那十万块钱，哪有我今天的百亿身家。做人要懂得“滴水之恩，当涌泉相报”，我这也是应该的。	Dāngnián yàoshi méiyǒu tā nà shíwàn kuài qián, nǎ yǒu wǒ jīntiān de bǎiyì shēnjiā. Zuòrén yào dǒngde "dīshuǐ-zhī'ēn, dāng yǒngquán-xiāngbào", wǒ zhè yě shì yīnggāi de.	あの年、もし彼のあの10万元がなかったら、今の俺の百億の資産なんであるわけないよ。人たるもの「一滴の恩にも湧泉で報いる」ものだとわきまえてなきゃな。	「做人(zuòrén:人としての生き方・振る舞い)」「滴水之恩，当涌泉相报(dīshuǐ zhī ēn, dāng yǒngquán xiāngbào:一滴の水の恩義にも、湧き出す泉のように報いるべきだ)」。中国の「江湖(ヤクザや任侠の世界)」やビジネスの成功者が最も好む、義理人情（重情重义）を表す成語です。
phrase_0904	这真是“踏破铁鞋无觅处，得来全不费工夫”啊！	Zhè zhēnshi "tàpò-tiěxié wú mì chù, délái quán bú fèi gōngfu" a!	これはまさに「鉄の靴を履き潰して探しても見つからなかったのが、全く労力を費やさずに手に入る」ですね！	idiom	2	A	犬	疲れる	为了找这本绝版的旧书，我跑遍了全北京的旧书市场都没找到。	Wèile zhǎo zhè běn juébǎn de jiùshū, wǒ pǎobiàn le quán Běijīng de jiùshū-shìchǎng dōu méi zhǎodào.	この絶版本の古本を探すために、俺北京中の古本市場を走り回ったのに全然見つからなかったんだ。	B	猫	笑う	你看这是啥？我昨天打扫老家阁楼的时候翻出来的。	Nǐ kàn zhè shì shá? Wǒ zuótiān dǎsǎo lǎojiā gélóu de shíhou fānchūlái de.	これ何だと思う？私昨日実家の屋根裏を掃除した時にひっくり返して見つけたのよ。	「踏破铁鞋无觅处(tàpò tiěxié wú mì chù:鉄の靴をすり減らして探しても見つからない)」「全不费工夫(quán bú fèi gōngfu:全く労力を費やさない)」。ずっと探していたものが、意外なところでヒョッコリ見つかった時の古典的な名言です。
phrase0905	所谓“吃一堑，长一智”，下次你就不会再犯同样的错误了。	Suǒwèi "chī yí qiàn, zhǎng yí zhì", xiàcì nǐ jiù bú huì zài fàn tóngyàng de cuòwù le.	「一度つまずけば一つ賢くなる」と言うでしょう。次はきっと同じ間違いをしませんよ。	idiom	2	A	私	悲しい	我真是太蠢了，竟然相信了那个骗子的话，把验证码发给了他。	Wǒ zhēnshi tài chǔn le, jìngrán xiāngxìn le nàge piànzi de huà, bǎ yànzhèngmǎ fā gěi le tā.	俺本当バカだ。あの詐欺師の言うことを信じて、認証コードを教えちゃうなんて。	B	先生	普通	钱被骗了就当交学费吧。所谓“吃一堑，长一智”，下次你就不会再犯同样的错误了，以后陌生电话一律别接。	Qián bèi piàn le jiù dāng jiāo xuéfèi ba. Suǒwèi "chī yí qiàn, zhǎng yí zhì", xiàcì nǐ jiù bú huì zài fàn tóngyàng de cuòwù le, yǐhòu mòshēng diànhuà yílǜ bié jiē.	騙し取られた金は「高い勉強代」だと思え。「一度の失敗は一つの知恵」さ。次はもう同じ過ちは繰り返さないだろ。これからは知らない番号の電話は一切出るなよ。	「吃一堑(chī yí qiàn:一つの挫折・失敗を味わう)」「长一智(zhǎng yí zhì:一つ知恵を伸ばす)」。日本で言う「失敗は成功のもと」に近く、痛い目を見て学習した人にかける慰めの言葉です。「交学费(高い勉強代を払ったと思うこと)」。
phrase_0906	他这个人总是“光说不练假把式”，你千万别信他的承诺。	Tā zhège rén zǒngshi "guāng shuō bú liàn jiǎ bǎshi", nǐ qiānwàn bié xìn tā de chéngnuò.	彼という人はいつも「口で言うばかりで行動しない偽物の武術」です、あなたは絶対に彼の約束を信じないでください。	idiom	2	A	猫	普通	大伟说这个周末要带我去马尔代夫度假，还要给我买个香奈儿的新包。	Dàwěi shuō zhège zhōumò yào dài wǒ qù Mǎ'ěrdàifū Dùjià, háiyào gěi wǒ mǎi ge Xiāngnài'ěr de xīn bāo.	大偉が今週末私をモルディブのバカンスに連れてくって言うのよ。さらにはシャネルの新作バッグまで買ってくれるって。	B	犬	怒る	拉倒吧！他这个人总是“光说不练假把式”，你千万别信他的承诺。去年他说要给你买车，到现在你连个轮子都没看见吧？	Lādǎo ba! Tā zhège rén zǒngshi "guāng shuō bú liàn jiǎ bǎshi", nǐ qiānwàn bié xìn tā de chéngnuò. Qùnián tā shuō yào gěi nǐ mǎi chē, dào xiànzài nǐ lián ge lúnzi dōu méi kànjiàn ba?	やめときな！あいつはいつも「口先ばかりで実行しないエセ武術」なのよ、あいつの約束なんて絶対に信じちゃダメ。「去年車買ってやる」って言ったのに、	「光说不练假把式(guāng shuō bú liàn jiǎ bǎshi:口だけで練習(実行)が伴わない偽物の武術＝ビッグマウスで口だけである)」「千万别(qiānwàn bié:絶対に〜するな)」。これも中国の日常会話で実によく使われる慣用句（口头禅）です。
phrase_0907	真是“人不可貌相，海水不可斗量”。	Zhēnshi "rén bùkě màoxiàng, hǎishuǐ bùkě dǒuliàng" a.	本当に「人は外見によって判断してはならず、海水は升で計ることはできない」ですね！	idiom	2	A	私	驚く	你敢相信吗？刚才在楼下骑着破三轮车收废品的大爷，竟然是这栋大楼的房东！	Nǐ gǎn xiāngxìn ma? Gāngcái zài lóuxià qízhe pò sānlúnchē shōu fèipǐn de Dàye, jìngrán shì zhè dòng dàlóu de fángdōng!	お前信じられるか？さっきビルの下でボロい三輪車に乗って廃品回収してたお爺さんが、なんとこのビルの大家なんだぜ！	B	先生	笑う	什么？这栋楼一年租金少说也有上千万吧！真是“人不可貌相，海水不可斗量”啊。有钱人的世界我不懂。	Shénme? Zhè dòng lóu yì nián zūjīn shǎoshuō yě yǒu shàngqiānwàn ba! Zhēnshi "rén bùkě màoxiàng, hǎishuǐ bùkě dǒuliàng" a. Yǒuqiánrén de shìjiè wǒ bù dǒng.	なんだって？このビル一年の家賃少なく見積もっても一千万はあるだろ！まさに「人は見かけによらず、海水はマスで量りきれない」だな。金持ちの世界は俺には分からんよ。	「人不可貌相(rén bùkě màoxiàng:人は外見から判断できない)」「海水不可斗量(hǎishuǐ bùkě dǒuliàng:海水は升(ます)で量れない＝人の可能性や懐の深さは計り知れない)」。中国の金持ち（隐形富豪）は、広東省のスリッパおじさんなど、見た目が超みすぼらしい（穷酸）ことが多々あります。
phrase_0908	你也别太焦虑了，这叫“车到山前必有路，船到桥头自然直”。	Nǐ yě bié tài jiāolǜ le, zhè jiào "chē dào shān qián bì yǒu lù, chuán dào qiáotóu zìrán zhí".	あなたもあまり不安にならないで、これは「車が山の前に着けば必ず道があり、船が橋頭に着けば自然と真っ直ぐになる」と言います。	idiom	2	A	猫	悩む	下个月房租就要到期了，可是我还没找到新工作，这可怎么办呀！愁死我了。	Xiàge yuè fángzū jiùyào dàoqī le, kěshì wǒ hái méi zhǎodào xīn gōngzuò, zhè kě zěnme_bàn ya! Chóusǐ wǒ le.	来月家賃の期限切れになるのに、私まだ新しい仕事を見つけてないのよ、これ一体どうしたらいいの！悩んで死にそう。	B	パンダ	笑う	你也别太焦虑了，俗话说“车到山前必有路，船到桥头自然直”。实在不行，你先搬来和我挤一挤过渡一下。	Nǐ yě bié tài jiāolǜ le, súhuà shuō "chē dào shān qián bì yǒu lù, chuán dào qiáotóu zìrán zhí". Shízài bùxíng, nǐ xiān bānlái hé wǒ jǐyijǐ guòdù yíxià.	あんたもそんなに不安にならないでよ。俗に言うでしょ「車は山の前まで行けば必ず道があるし、船は橋のたもとまで行けば自然とまっすぐ進むようになる」ってね。	「车到山前必有路，船到桥头自然直(車が山に行けば道がある、船が橋につけばまっすぐになる＝ケセラセラ、なんとかなるさ)」。不安で押しつぶされそうな時の魔法の言葉です。「挤一挤(狭いところに一緒に詰め込まれる＝同居する)」。
phrase_0909	俗话说“留得青山在，不怕没柴烧”，只要身体好，一切都能重来。	Súhuà shuō "liúde qīngshān zài, búpà méi chái shāo", zhǐyào shēntǐ hǎo, yíqiè dōu néng chóng_lái.	俗に言うように「青々とした山さえ残しておけば、燃やす薪がないことは恐れない」、身体さえ良ければ、すべてやり直すことができます。	idiom	2	A	先生	嘆く	为了治这个病，我把这两年攒的钱全花光了。感觉自己成了一个废人。	Wèile zhì zhège bìng, wǒ bǎ zhè liǎng nián zǎn de qián quán huā_guāng le. Gǎnjué zìjǐ chéng le yí ge fèirén.	この病気を治すために、俺この2年貯めた金を全部使い果たしたよ。自分が廃人になっちゃった気がする。	B	私	微笑む	老同学，你千万别这么想。俗话说“留得青山在，不怕没柴烧”，只要你身体恢复了，钱还可以再赚，一切都能重来。	Lǎo tóngxué, nǐ qiānwàn bié zhème xiǎng. Súhuà shuō "liúde qīngshān zài, búpà méi chái shāo", zhǐyào nǐ shēntǐ huīfù le, qián hái kěyǐ zài zhuàn, yíqiè dōu néng chóng_lái.	旧友よ、お前絶対にそんな風に思うな。「青々とした山さえ残れば、燃やす薪がないことは恐れない」って俗に言うだろ。	「留得青山在，不怕没柴烧(liúde qīngshān zài, búpà méi chái shāo:命(青山)さえあれば、仕事や財産(薪)がなくても心配ない)」。絶望の淵にいる人に「生きていればこそ」と説くための必須フレーズです。
phrase_0910	“三个臭皮匠，顶个诸葛亮”，大家一起想办法总能解决的。	"Sān ge chòupíjiang, dǐng ge Zhūgě-Liàng", dàjiā yìqǐ xiǎng bànfǎ zǒng néng jiějué de.	「3人の臭い靴職人が集まれば、一人の諸葛亮に匹敵する」、皆で一緒に考えればなんとか解決できるものです。	idiom	2	A	猫	悩む	老板下周就要看新产品的宣发方案了，可是我现在一点创意都没有，脑子一片空白。	Lǎobǎn xiàzhōu jiùyào kàn xīn chǎnpǐn de xuānfā fāng'àn le, kěshì wǒ xiànzài yìdiǎn chuàngyì dōu méiyǒu, nǎozi yí piàn kòngbái.	社長が来週には新商品のプロモーション案を見たがってるのに、私今クリエイティブなアイデアが少しもなくてさ、頭が真っ白なのよ。	B	犬	微笑む	别着急，今天下班后把咱们组的人全叫上开个会。“三个臭皮匠，顶个诸葛亮”，大家一起头脑风暴想办法，总能解决的。	Bié zháojí, jīntiān xiàbān hòu bǎ zánmen zǔ de rén quán jiàoshang kāi ge huì. "Sān ge chòupíjiang, dǐng ge Zhūgě Liàng", dàjiā yìqǐ tóunǎo-fēngbào xiǎng bànfǎ, zǒng néng jiějué de.	焦るなよ。今日仕事終わった後、俺たちのチームの人間全員呼んで会議開こうぜ。「3人の靴職人も諸葛亮に匹敵する」だ。	「三个臭皮匠，顶个诸葛亮(凡人でも3人集まれば、天才軍師の諸葛亮(孔明)に匹敵する)」「顶个(dǐng ge:〜に匹敵する・匹敵できる)」。三国志「三国演义」が生んだ中国で最も有名な諺の一つです。
