id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0451	这条裙子显瘦吗？	Zhè tiáo qúnzi xiǎnshòu ma?	このスカート、着痩せして見えますか？	shopping	1	A	cat	happy	这条裙子显瘦吗？我想买一条去约会。	Zhè tiáo qúnzi xiǎnshòu ma? Wǒ xiǎng mǎi yì tiáo qù yuēhuì.	このスカート、着痩せして見えるかしら？デートに着ていくのを一着買いたいんだけど。	B	panda	happy	非常显瘦！而且这个颜色很衬你的肤色。	Fēicháng xiǎnshòu! Érqiě zhège yánsè hěn chèn nǐ de fūsè.	すごくスリムに見えるわよ！それに、この色はあなたの肌の色をとても引き立ててくれるし。	「显瘦(xiǎnshòu:痩せて見える・着痩せする)」。服を選ぶ際に最も重視されるポイントの一つ。逆は「显胖(太って見える)」です。
phrase_0452	我今天没化妆。	Wǒ jīntiān méi huàzhuāng.	私、今日はメイクをしていません。	daily	1	A	panda	surprised	你怎么戴着个大口罩？感冒了吗？	Nǐ zěnme dàizhe ge dà kǒuzhào? Gǎnmào le ma?	なんでそんな大きなマスクしてるの？風邪ひいた？	B	cat	sad	没有感冒，我今天没化妆，不想见人。	Méiyǒu gǎnmào, wǒ jīntiān méi huàzhuāng, bù xiǎng jiàn rén.	風邪じゃないのよ。私今日ノーメイクだから、誰にも会いたくないの。	「化妆(huàzhuāng)」。スッピン(素颜)の日に突然友人と出くわしたり、ビデオ通話がかかってきた時に見せる女性のリアルな焦り表現です。
phrase_0453	你可以帮我修一下眉毛吗？	Nǐ kěyǐ bāng wǒ xiū yíxià méimao ma?	私の眉毛を少し整えてくれませんか？	shopping	2	A	me	normal	你的眉毛画得真自然。	Nǐ de méimao huà de zhēn zìrán.	あなたの眉毛、すごく自然に描けてるね。	B	cat	happy	谢谢。你可以帮我修一下眉毛吗？长得太乱了。不，是我帮你修眉毛。	Xièxie. Nǐ kěyǐ bāng wǒ xiū yíxià méimao ma? Zhǎng de tài luàn le. Bù, shì wǒ bāng nǐ xiū méimao.	ありがとう。君の眉毛少し整えてあげようか？ボサボサに伸びすぎ。あ、違うわ、「私があなたに」ね。	「眉毛(méimao)」「修(xiū:修理する・整える)」。美容院やコスメカウンターで美容部員にお願いする時の言葉。「你(美容師)」が主語になります。
phrase_0454	我想剪个短发。	Wǒ xiǎng jiǎn ge duǎnfà.	私、ショートヘアに切ってもらいたいんです。	daily	1	A	sensei	happy	您好，今天想怎么做头发？	Nínhǎo, jīntiān xiǎng zěnme zuò tóufa?	こんにちは、今日は髪をどのようにいたしますか？	B	cat	happy	天气太热了，我想剪个短发。	Tiānqì tài rè le, wǒ xiǎng jiǎn ge duǎnfà.	暑すぎるので、私ショートヘアに切りたいんです。	「剪(jiǎn:切る)」「短发(duǎnfà:短い髪)」。美容院(理发店)でオーダーする時の、イメチェンを決意した女子の定番の注文。
phrase_0455	我不买，我只是随便看看。	Wǒ bù mǎi, wǒ zhǐshì suíbiàn kànkan.	私は買いません、ただちょっと見ているだけです。	shopping	1	A	panda	happy	美女，这款包是今天的新款，要背上试试吗？	Měinǚ, zhè kuǎn bāo shì jīntiān de xīnkuǎn, yào bèishang shìshi ma?	お姉さん、こちらのバッグは今日の新作です、肩にかけて試してみますか？	B	cat	normal	不用了，我不买，我只是随便看看。	Búyòng le, wǒ bù mǎi, wǒ zhǐshì suíbiàn kànkan.	いいえ、私は買いません。ただちょっと見てるだけなので。	「随便看看(suíbiàn kànkan:気ままに眺める)」。アパレル店で店員につきまとわれた時、プレッシャーを回避するための旅行者と買い物客の共通の盾。
phrase_0456	这家店的衣服太贵了。	Zhè jiā diàn de yīfu tài guì le.	このお店の服は高すぎます。	shopping	1	A	dog	tired	这件T恤竟然要八百块。	Zhè jiàn T-xù jìngrán yào bābǎi kuài.	このTシャツ、なんと800元もするよ。	B	me	tired	走吧走吧，这家店的衣服太贵了，买不起。	Zǒu ba zǒu ba, zhè jiā diàn de yīfu tài guì le, mǎi bù qǐ.	行こう行こう、この店の服は高すぎて、俺たちには買えない。	量詞「家」＋「店」。ウィンドウショッピング中に値札を見た瞬間に友達と放つ、絶望と諦めの正直な感想。
phrase_0457	可以稍微剪短一点儿吗？	Kěyǐ shāowēi jiǎnduǎn yìdiǎnr ma?	もう少し短く切ってもらえますか？	daily	2	A	sensei	normal	您看这个长度还可以吗？	Nín kàn zhège chángdù hái kěyǐ ma?	このくらいの長さでよろしいですか？	B	dog	normal	感觉后面还有点长。可以稍微剪短一点儿吗？	Gǎnjué hòumiàn hái yǒudiǎn cháng. Kěyǐ shāowēi jiǎnduǎn yìdiǎnr ma?	後ろがまだ少し長い気がします。もう少しだけ短く切ってもらえますか？	「一点儿(yìdiǎnr)」は「少し」。美容院で出来上がりに妥協したくない時、やんわりと修正をお願いする客側の重要ワードです。
phrase_0458	你的皮肤真白。	Nǐ de pífū zhēn bái.	あなたの肌は本当に白いですね。	daily	1	A	panda	happy	你平时用什么防晒霜？你的皮肤真白。	Nǐ píngshí yòng shénme fángshàishuāng? Nǐ de pífū zhēn bái.	普段どんな日焼け止めを使ってるの？あなたすごく色白ね。	B	cat	happy	我很少出门而已，天生的。	Wǒ hěn shǎo chūmén éryǐ, tiānshēng de.	ほとんど出かけないだけよ、生まれつきなの。	「皮肤(pífū:肌)」「白(bái:白い)」。中国では「一白遮百丑(色が白ければ七難隠す)」という言葉があるほど、色白は絶対的な美の基準にして最高の褒め言葉です。
phrase_0459	我想试穿这件大衣。	Wǒ xiǎng shìchuān zhè jiàn dàyī.	私はこのコートを試着してみたいです。	shopping	1	A	me	happy	服务员，你好。我想试穿这件大衣。	Fúwùyuán, nǐhǎo. Wǒ xiǎng shìchuān zhè jiàn dàyī.	店員さん、こんにちは。このコートを試着してみたいんですけど。	B	sensei	happy	好的，试衣间在这边，您请跟我来。	Hǎo de, shìyījiān zài zhèbiān, nín qǐng gēn wǒ lái.	はい、試着室はこちらです、どうぞ私についてきてください。	「试穿(shìchuān)」は試着すること。「试衣间(試着室)」へ案内してもらうためのファーストステップ。これを言わずに勝手に着る客も結構います。
phrase_0461	这双鞋有点儿磨脚。	Zhè shuāng xié yǒudiǎnr mó jiǎo.	この靴、少し靴擦れがします。	shopping	2	A	sensei	normal	您走两步试试，觉得舒服吗？	Nín zǒu liǎng bù shìshi, juéde shūfu ma?	2、3歩歩いて試してみてください、履き心地はどうですか？	B	me	tired	好看是好看，就是这双鞋稍微有点儿磨脚，后跟疼。	Hǎokàn shì hǎokàn, jiùshì zhè shuāng xié shāowēi yǒudiǎnr mó jiǎo, hòugēn téng.	見た目はいいんだけど、この靴ちょっと靴擦れするよ、かかとが痛い。	「磨(mó:こすれる)＋脚(jiǎo:足)」。新品のパンプスやスニーカーを履いた時、かかとが破れて血がにじむような痛みを訴えるリアルな表現です。
