id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0751	请问附近有中国银行的自动取款机吗？	Qǐngwèn fùjìn yǒu Zhōngguó Yínháng de zìdòng qǔkuǎnjī ma?	すみません、この近くに中国銀行のATMはありますか？	money	1	A	犬	普通	师傅，我想买两斤红富士苹果。我只有一百块现金。	Shīfu, wǒ xiǎng mǎi liǎng jīn Hóngfùshì píngguǒ. Wǒ zhǐyǒu yībǎi kuài xiànjīn.	おじさん、サンふじリンゴを1キロ（2斤）ください。あ、現金100元しか持ってないや。	B	先生	普通	哎呀，现在谁还用现金啊，我这儿找不开。	Aiya, xiànzài shéi hái yòng xiànjīn a, wǒ zhèr zhǎo bù kāi.	あらまぁ、今時誰が現金なんて使うのさ。お釣りが出せないよ。	「自动取款机(zìdòng qǔkuǎnjī:ATM・キャッシュディスペンサー)」。口語では略して「ATM(エーティーエム)」と呼ぶことも多いです。スマホ決済社会の中国では現金の出番はほぼありません。
phrase_0752	我的银行卡被吞了，该怎么办？	Wǒ de yínhángkǎ bèi tūn le, gāi zěnme bàn?	キャッシュカードが機械に吸い込まれてしまったのですが、どうすればいいですか？	money	1	A	パンダ	驚く	喂！怎么黑屏了？我还在取钱呢！	Wèi! Zěnme hēipíng le? Wǒ hái zài qǔqián ne!	ちょっと！なんで画面が真っ暗になったの？まだお金おろしてる最中なのに！	B	先生	普通	这位女士，请不要拍打机器。	Zhè wèi nǚshì, qǐng búyào pāidǎ jīqì.	そちらの女性、機械を叩かないでください。	「银行卡(yínhángkǎ:銀行のキャッシュカード・デビットカード)」「被吞了(bèi tūn le:飲み込まれた)」。ATMの不具合やパスワード間違いでカードが没収されるトラブル。窓口（柜台）での手続きが必要です。
phrase_0753	现在买理财产品能有多少收益率？	Xiànzài mǎi lǐcái chǎnpǐn néng yǒu duōshao shōuyìlǜ?	今、「理財商品（資産運用商品）」を買うと、利回りはどのくらいになりますか？	money	2	A	私	普通	我想把这十万块钱存个定期。	Wǒ xiǎng bǎ zhè shí wàn kuài qián cún ge dìngqī.	この10万元を定期預金に入れたいのですが。	B	猫	笑う	先生，现在的定期存款利率太低了。您不如看看我们新推出的基金。	Xiānsheng, xiànzài de dìngqī cúnkuǎn lìlǜ tài dī le. Nín bùrú kànkan wǒmen xīn tuīchū de jījīn.	お客様、今の定期預金の金利は非常に低くなっております。当行が新しく発売したファンドをご検討されてはいかがでしょうか。	「理财产品(lǐcái chǎnpǐn:ネットや銀行で買える金融・資産運用商品)」「收益率(shōuyìlǜ:利回り・リターン)」「存定期(定期預金にする)」。中国の銀行の窓口（柜台）やアプリで盛んに行われる投資勧誘。
phrase_0754	我想开通网上银行和手机银行。	Wǒ xiǎng kāitōng wǎngshàng yínháng hé shǒujī yínháng.	インターネットバンキングとモバイルバンキングを開通したいです。	money	1	A	先生	普通	您好，请问要办理什么业务？您带身份证了吗？	Nínhǎo, qǐngwèn yào bànlǐ shénme yèwù? Nín dài shēnfènzhèng le ma?	こんにちは、どのようなお手続きをご希望ですか？身分証はお持ちですか？	B	パンダ	普通	带了。我想开通网上银行和手机银行，不然每次转账都要跑一趟网点，太麻烦了。	Dài le. Wǒ xiǎng kāitōng wǎngshàng yínháng hé shǒujī yínháng, bùrán měicì zhuǎnzhàng dōu yào pǎo yí tàng wǎngdiǎn, tài máfan le.	持ってきました。ネットバンキングとモバイルバンキングを開通したいんです。そうしないと、毎回振込のたびに支店まで足を運ばなければならず、面倒くさすぎるので。	「开通(kāitōng:開通する・アクティベートする)」「网上银行(wǎngshàng yínháng:ネットバンク/網銀)」。外国人留学生や駐在員が中国の銀行口座を開設（开户）する際、必ず覚えておきたいフレーズです。
phrase_0755	这家店可以直接刷信用卡吗？	Zhè jiā diàn kěyǐ zhíjiē shuā xìnyòngkǎ ma?	この店はクレジットカードが使えますか？	money	1	A	犬	普通	服务员，结账。我们一共有四个人。	Fúwùyuán, jiézhàng. Wǒmen yígòng yǒu sì ge rén.	すみません、お会計お願いします。全部で4人です。	B	猫	普通	好的先生，一共消费五百八十元。请问您怎么支付？	Hǎo de xiānsheng, yígòng xiāofèi wǔbǎi bāshí yuán. Qǐngwèn nín zěnme zhīfù?	かしこまりました。合計で580元になります。お支払い方法はいかがなさいますか？	「刷(shuā:（カードを）切る・スキャンする)」「信用卡(xìnyòngkǎ:クレジットカード)」。WeChat Pay（微信支付）やAlipay（支付宝）が強すぎる中国では、逆に物理のクレカが使えない個人店（小店）も多いです。
phrase_0756	微信支付和支付宝都可以，您扫我。	Wēixìn zhīfù hé Zhīfùbǎo dōu kěyǐ, nín sǎo wǒ.	WeChat PayとAlipayのどちらでも大丈夫です、あなたが私をスキャンしてください。	money	1	A	私	普通	老板，这两串糖葫芦多少钱？	Lǎobǎn, zhè liǎng chuàn tánghúlu duōshao qián?	おっちゃん、このサンザシの飴がけ2本でいくら？	B	先生	普通	十块钱。扫码就行。	Shí kuài qián. Sǎo mǎ jiù xíng.	10元だよ。QRスキャンしてくれればいい。	「支付(zhīfù:支払う・決済する)」「支付宝(Zhīfùbǎo)」「扫码(sǎo mǎ:QRをスキャンする)」。中国の屋台（路边摊）から高級店まで、どこでも聞かれるキャッシュレス社会でのやり取りです。
phrase_0757	现在的物价涨得太快了，工资却不涨。	Xiànzài de wùjià zhǎng de tài kuài le, gōngzī què bù zhǎng.	今の物価は上がるのが早すぎます、それなのに給料は上がりません。	money	2	A	パンダ	疲れる	今天去菜市场买了一斤排骨，竟然要五十块钱！	Jīntiān qù càishìchǎng mǎi le yì jīn páigǔ, jìngrán yào wǔshí kuài qián!	今日市場に行ってスペアリブ1斤買ったんだけど、なんと50元もしたのよ！	B	猫	悲しい	就是啊。现在的物价涨得太快了，工资却不涨。一到月底就成月光族了。	Jiù shì a. Xiànzài de wùjià zhǎng de tài kuài le, gōngzī què bù zhǎng. Yí dào yuèdǐ jiù chéng yuèguāngzú le.	そうよね。今の物価上がるのが早すぎよ、給料はホント上がらないんだから。月末になるともう「月光族」になっちゃうわ。	「物价涨(wùjià zhǎng:物価が値上がりする)」「工资(gōngzī:給料)」「月光族(yuèguāngzú:月末に給料をきれいさっぱり使い果たす若者たち)」。庶民の世知辛い愚痴の定番です。
phrase_0758	帮我换两千美金的现钞，我下周出国用。	Bāng wǒ huàn liǎngqiān měijīn de xiànchāo, wǒ xiàzhōu chūguó yòng.	私に2000USドルの現金を両替してください、来週出国する際に使います。	money	1	A	先生	普通	您好女士，您取号了吗？办理外汇业务请到三号窗口。	Nínhǎo nǚshì, nín qǔ hào le ma? Bànlǐ wàihuì yèwù qǐng dào sānhào chuāngkǒu.	こんにちはお客様、番号札は取られましたか？外貨業務のお手続きは3番窓口へお願いします。	B	パンダ	普通	好的。你好，帮我换两千美金的现钞，我下周出国用。最好给我一些零钱。	Hǎo de. Nǐhǎo, bāng wǒ huàn liǎngqiān měijīn de xiànchāo, wǒ xiàzhōu chūguó yòng. Zuìhǎo gěi wǒ yìxiē língqián.	はい。こんにちは、2000USドルを両替してください、来週出国して使うので。できれば少し小銭もちょうだい。	「换(huàn:換える・両替する)」「美金(měijīn:アメリカドル＝美元)」「现钞(xiànchāo:紙幣の現金)」。銀行窓口での外貨両替（兑换外币）。中国には厳しい外貨持ち出し制限がありますが、旅行の小遣いなら問題ありません。
phrase_0759	这个月的信用卡账单已经出来了，又要吃土了。	Zhège yuè de xìnyòngkǎ zhàngdān yǐjīng chūlái le, yòu yào chītǔ le.	今月のクレジットカードの請求額が確定しました。また極貧生活（金欠）の始まりです。	money	2	A	私	笑う	双十一你不是买了个新手机嘛，感觉怎么样？	Shuāng-shíyī nǐ bú shì mǎi le ge xīn shǒujī ma, gǎnjué zěnmeyàng?	独身の日（ダブルイレブン）に新しいスマホ買ったんだよね。使い心地はどう？	B	犬	悲しい	手机是挺好用的，但我现在连饭都吃不起了。这个月的信用卡账单已经出来了，又要吃土了。	Shǒujī shì tǐng hǎoyòng de, dàn wǒ xiànzài lián fàn dōu chī bù qǐ le. Zhège yuè de xìnyòngkǎ zhàngdān yǐjīng chūlái le, yòu yào chītǔ le.	スマホは最高だけど、今もう飯も食えないよ。今月のクレカの請求が来ちゃってさ、また「土を食う（金欠）」羽目になったよ。	「账单(zhàngdān:請求書・明細)」「吃土(chītǔ:土を食べる＝金がなさすぎて極貧生活を送る)」。ネットショッピングのセール（双十一など）で散財した若者が、月末に「蚂蚁花呗(Alipayの一括後払い)」の通知を見て絶望する様。
phrase_0760	他做生意亏了本，现在欠了一屁股债。	Tā zuò shēngyi kuī le běn, xiànzài qiàn le yí pìgu zhài.	彼は商売で大赤字を出してしまい、今は借金まみれです。	money	2	A	パンダ	驚く	听说隔壁那个开超市的老张跑路了？是真的吗？	Tīngshuō gébì nàge kāi chāoshì de Lǎo Zhāng pǎolù le? Shì zhēnde ma?	隣でスーパーをやってた張さんが夜逃げしたって聞いたけど、本当？	B	猫	悲しい	可不是嘛！他跨行去搞什么房地产投资。他做生意亏了本，现在欠了一屁股债，连夜卷钱跑了。	Kě bú shì ma! Tā kuàháng qù gǎo shénme fángdìchǎn tóuzī. Tā zuò shēngyī kuī le běn, xiànzài qiàn le yí pìgu zhài, liányè juǎnqián pǎo le.	本当よ！専門外の不動産投資なんかに手を出すから。商売で元手をすって借金まみれになって、一晩のうちに金持ってずらかったのよ。	「亏本(kuīběn:元本を損する・赤字になる)」「欠(一屁股)债(qiàn zhài:（お尻がいっぱいになるほどの多額の）借金をする)」。中国の民間ビジネス（做生意）の厳しい現実と、よくある「跑路(夜逃げ)」のニュース。
