id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0351	你想租房子还是买房子？	Nǐ xiǎng zū fángzi háishì mǎi fángzi?	あなたは家を借りたいですか、それとも買いたいですか？	daily	1	A	cat	normal	你毕业以后打算长住上海吗？	Nǐ bìyè yǐhòu dǎsuàn cháng zhù Shànghǎi ma?	君は卒業後も上海に長く住むつもり？	B	dog	happy	是的，其实我想在上海买房子。	Shì de, qíshí wǒ xiǎng zài Shànghǎi mǎi fángzi.	はい、実は上海で家を買いたいんです。	「租(zū)房子(家を借りる)」と「买(mǎi)房子(家を買う)」の人生最大の選択。中国の都市部ではマイホーム購入が結婚の条件になることが多いです。
phrase_0352	这个月的房租该交了。	Zhège yuè de fángzū gāi jiāo le.	今月の家賃を納める時期ですね。	daily	1	A	panda	normal	这个月的房租该交了，你带现金了吗？	Zhège yuè de fángzū gāi jiāo le, nǐ dài xiànjīn le ma?	今月の家賃を払わなくちゃ、現金持ってきた？	B	me	happy	房东说可以直接微信转账。	Fángdōng shuō kěyǐ zhíjiē Wēixìn zhuǎnzhàng.	大家さんがWeChatで直接送金していいって。	「房租(fángzū:家賃)」。「把房租交了(家賃を納める)」という中国の賃貸住宅における月末の定番フレーズ。「该(gāi:〜すべきだ)」。
phrase_0353	这套房子的采光很好。	Zhè tào fángzi de cǎiguāng hěn hǎo.	この家の採光はとてもいいです。	daily	2	A	sensei	happy	我带您去看看主卧，这套房子的采光很好。	Wǒ dài nín qù kànkan zhǔwò, zhè tào fángzi de cǎiguāng hěn hǎo.	メイン寝室をご案内しますね、この家の採光はとてもいいんですよ。	B	cat	happy	哇，朝南的大窗户，确实很明亮。	Wa, cháo nán de dà chuānghu, quèshí hěn míngliàng.	わぁ、南向きの大きな窓、確かにすごく明るいわ。	「采光(cǎiguāng)」。中国のマンション選び（看房）で最も重視される条件の一つ。内見に行った時の不動産屋の決まり文句です。
phrase_0354	这里的交通很方便。	Zhèlǐ de jiāotōng hěn fāngbiàn.	ここの交通の便はとても良いです。	daily	1	A	dog	normal	你觉得我们租这边的房子怎么样？	Nǐ juéde wǒmen zū zhèbiān de fángzi zěnmeyàng?	こっちの家を借りるのどう思う？	B	panda	happy	我觉得不错，离地铁站近，这里的交通很方便。	Wǒ juéde búcuò, lí dìtiězhàn jìn, zhèlǐ de jiāotōng hěn fāngbiàn.	いいと思うよ、地下鉄の駅に近いし、ここの交通の便はすごくいいから。	「交通方便(jiāotōng fāngbiàn)」。通勤や通学のために最優先される条件。立地を褒める時にこれを使えば間違いありません。
phrase_0355	我们家刚刚装修完。	Wǒmen jiā gānggāng zhuāngxiū wán.	うちの家は内装工事が終わったばかりです。	daily	3	A	me	happy	下周末来我家玩吧，我们家刚刚装修完。	Xiàzhōumò lái wǒ jiā wán ba, wǒmen jiā gānggāng zhuāngxiū wán.	来週末うちへ遊びにおいでよ、内装工事が終わったばっかりなんだ。	B	cat	surprised	太好了，我要去看看你新买的沙发。	Tài hǎo le, wǒ yào qù kànkan nǐ xīn mǎi de shāfā.	やった、新しく買ったっていうソファ見に行きたい。	「装修(zhuāngxiū:内装、リフォーム)」。中国の新築マンションはコンクリートむき出しのスケルトン渡し(毛坯房)が多いため、装修は一大イベントです。
phrase_0356	空调好像坏了，不制冷。	Kōngtiáo hǎoxiàng huài le, bù zhìlěng.	エアコンが壊れたみたいで、冷えません。	daily	2	A	panda	tired	怎么这么热啊，你开空调了吗？	Zěnme zhème rè a, nǐ kāi kōngtiáo le ma?	なんでこんなに暑いの、エアコンつけた？	B	dog	tired	不知道为什么，空调好像坏了，一点都不制冷。	Bù zhīdào wèishénme, kōngtiáo hǎoxiàng huài le, yìdiǎn dōu bù zhìlěng.	なんでなのか、エアコンが壊れたみたいで全然冷えないんだ。	「制冷(zhìlěng:冷やす・冷房)」。夏場に一番多く起きる部屋のトラブル。「不制热（暖まらない）」なら冬の必需品ワードになります。
phrase_0357	你平时自己在家做饭吗？	Nǐ píngshí zìjǐ zài jiā zuòfàn ma?	あなたは普段、自分で家で料理をしますか？	daily	1	A	cat	normal	我看你买了很多菜，你平时自己在家做饭吗？	Wǒ kàn nǐ mǎi le hěn duō cài, nǐ píngshí zìjǐ zài jiā zuòfàn ma?	たくさん野菜買ってたけど、普段自分で家で料理するの？	B	me	sad	只有周末做，工作日太忙了，只能点外卖。	Zhǐyǒu zhōumò zuò, gōngzuòrì tài máng le, zhǐ néng diǎn wàimài.	週末だけだよ、平日は忙しすぎてデリバリー頼むしかない。	「做饭(zuòfàn)」。都会の一人暮らしでは出前（外卖）を頼む人が多いですが、自炊するのは堅実で家庭的なアピールにもなります。
phrase_0358	請把垃圾扔到楼下的垃圾桶里。	Qǐng bǎ lājī rēng dào lóuxià de lājītǒng lǐ.	ゴミは下の階のゴミ箱に捨ててください。	daily	2	A	sensei	normal	出门的时候，请顺便把垃圾扔到楼下的垃圾桶里。	Chūmén de shíhou, qǐng shùnbiàn bǎ lājī rēng dào lóuxià de lājītǒng lǐ.	出かける時、ついでにゴミを下の階のゴミ箱に捨ててくれる？	B	panda	happy	好的，我拿下去。	Hǎo de, wǒ ná xiàqù.	わかった、持っていくよ。	「把」を使って「垃圾(lājī:ゴミ)」を「扔(捨てる)」。中国のマンションは各棟の下や各フロアに共用の大きなゴミ箱が設置されています。
phrase_0359	马桶堵了怎么办？	Mǎtǒng dǔ le zěnme bàn?	トイレが詰まっちゃったらどうすればいいの？	daily	2	A	me	surprised	糟糕！厕所的水下不去了，马桶堵了怎么办？	Zāogāo! Cèsuǒ de shuǐ xià bú qù le, mǎtǒng dǔ le zěnme bàn?	まずい！トイレの水が流れない、便器が詰まったらどうしよう？	B	dog	tired	快给物业打个电话，让他们派人来修。	Kuài gěi wùyè dǎ ge diànhuà, ràng tāmen pài rén lái xiū.	すぐ管理会社に電話して、修理の人をよこしてもらって。	「马桶(mǎtǒng)」は水洗便器、「堵(dǔ)」は詰まること。「下水道堵了（下水管が詰まった）」など、中国の古いアパートで起きがちのトラブルです。
phrase_0360	我的衣服都晾在阳台上。	Wǒ de yīfu dōu liàng zài yángtái shàng.	洗濯物は全部ベランダに干してあります。	daily	2	A	me	happy	今天太阳真好，我想把床单洗了。	Jīntiān tàiyáng zhēn hǎo, wǒ xiǎng bǎ chuángdān xǐ le.	今日は天気がいいから、シーツを洗いたいな。	B	cat	normal	那你作快点，我的衣服都晾在阳台上，快没位子了。	Nà nǐ zuò kuài diǎn, wǒ de yīfu dōu liàng zài yángtái shàng, kuài méi wèizi le.	じゃあ早くしなさいね、私の服をベランダに干してあるから、もう場所がないわ。	「晾(liàng)」は風通しの良いところに干すこと。中国では、高層マンションのベランダ（阳台）に派手に服を干すのが日常的な光景です。
phrase_0361	你可以帮我收一下快递吗？	Nǐ kěyǐ bāng wǒ shōu yíxià kuàidì ma?	私の代わりに宅配便を受け取ってくれませんか？	daily	2	A	dog	normal	我下午不在家，你可以帮我收一下快递吗？	Wǒ xiàwǔ búzàijiā, nǐ kěyǐ bāng wǒ shōu yíxià kuàidì ma?	午後家にいないので、私の代わりに宅配便を受け取ってくれない？	B	me	happy	没问题，你写我的电话号码吧。	Méi wèntí, nǐ xiě wǒ de diànhuà hàomǎ ba.	いいよ、私の電話番号書いておいて。	「收快递(shōu kuàidì:宅配を受け取る)」。ネットショッピング大国の中国では、ルームメイトや隣人に荷物の受け取りを頼むのは日常茶飯事。
