id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0226	请帮我一个忙好吗？	Qǐng bāng wǒ yí ge máng hǎo ma?	ちょっとお願いがあるのですが、よろしいですか？	daily	1	A	cat	normal	不好意思，请帮我一个忙好吗？	Bù hǎoyìsi, qǐng bāng wǒ yí ge máng hǎo ma?	すみません、ちょっとお願いがあるのですが、よろしいですか？	B	dog	happy	好啊，什么事？	Hǎo a, shénme shì?	いいよ、何のこと？	「帮忙(bāngmáng:手伝う、助ける)」という言葉の間に「一个(一つ)」を挟んで、「ちょっと手伝う」という形になります。丁寧に依頼する時の基本のフレーズです。
phrase_0227	你能帮我拿一下这个吗？	Nǐ néng bāng wǒ ná yíxià zhège ma?	これ、少しの間持っていただけませんか？	daily	1	A	panda	tired	我手里东西太多了，你能帮我拿一下这个吗？	Wǒ shǒulǐ dōngxi tài duō le, nǐ néng bāng wǒ ná yíxià zhège ma?	両手に荷物がいっぱいなんですが、これ、少しの間持っていただけますか？	B	me	happy	没问题，给我吧。	Méi wèntí, gěi wǒ ba.	大丈夫ですよ、こちらへどうぞ。	「拿(ná)」は「持つ、取る、運ぶ」などの意味で広く使われる動詞です。荷物を持ってもらいたい時や、遠くの物を取ってもらいたい時によく使われます。
phrase_0228	递给我一下，谢谢。	Dì gěi wǒ yíxià, xièxie.	ちょっとそれ手渡して、ありがとう。	greeting	2	A	me	normal	那边的纸巾，递给我一下，谢谢。	Nàbian de zhǐjīn, dì gěi wǒ yíxià, xièxie.	そっちのティッシュ、ちょっと取ってくれる？ありがとう。	B	sensei	happy	好的，给您纸巾。	Hǎo de, gěi nín zhǐjīn.	はい、ティッシュをどうぞ。	「递(dì)」は「手渡す」。テーブルの上の調味料や書類など、相手の近くにある物を自分の方へ「回して・渡して」と頼む日常表現。
phrase_0229	可以借我用一下你的笔吗？	Kěyǐ jiè wǒ yòng yíxià nǐ de bǐ ma?	あなたのペンをちょっと借りてもいいですか？	daily	1	A	dog	normal	哎呀，我忘带笔了。可以借我用一下你的笔吗？	Āiyā, wǒ wàng dài bǐ le. Kěyǐ jiè wǒ yòng yíxià nǐ de bǐ ma?	しまった、ペン忘れた。君のペンちょっと借りてもいい？	B	cat	happy	当然，给你。	Dāngrán, gěi nǐ.	もちろん、はいどうぞ。	「借给(jiègěi:貸す)」と「借(jiè:借りる)」は同じ単語を使います。「借我(jiè wǒ)」で「私に貸す」という意味になります。
phrase_0230	麻烦你把门关上。	Máfan nǐ bǎ mén guānshang.	お手数ですが、ドアを閉めてください。	daily	2	A	panda	normal	麻烦你把门关上，外面有点儿吵。	Máfan nǐ bǎ mén guānshang, wàimiàn yǒudiǎnr chǎo.	お手数ですがドアを閉めてください、外が少しうるさいので。	B	me	happy	好的，已经关上了。	Hǎo de, yǐjīng guānshang le.	はい、もう閉めました。	「把(bǎ)」を使った処置文。特定のモノ（门）に何かのアクション（关上）を加える時に使う中国語の最重要文型の一つです。
phrase_0231	你明天能替我值班吗？	Nǐ míngtiān néng tì wǒ zhíbān ma?	明日、私の代わりに当番に入ってもらえませんか？	business	2	A	sensei	sad	我明天有点急事，你明天能替我值班吗？	Wǒ míngtiān yǒudiǎn jíshì, nǐ míngtiān néng tì wǒ zhíbān ma?	明日少し急用ができて、私の代わりに当番に入ってもらえませんか？	B	dog	happy	没问题，你放心去处理事情吧。	Méi wèntí, nǐ fàngxīn qù chǔlǐ shìqing ba.	問題ないよ、安心して用事を片付けておいで。	「替(tì)」は「～に代わって」という前置詞。仕事のシフトや、飲み会の代理出席など、誰かの役目を引き受けてもらう時に使います。
phrase_0232	帮我带一杯咖啡吧。	Bāng wǒ dài yì bēi kāfēi ba.	コーヒー一杯買ってきて。	daily	2	A	cat	happy	我要去楼下便利店，你要买什么吗？	Wǒ yào qù lóuxià biànlìdiàn, nǐ yào mǎi shénme ma?	下のコンビニに行くけど、何か買うものある？	B	panda	happy	帮我带一杯咖啡吧，原味拿铁。	Bāng wǒ dài yì bēi kāfēi ba, yuánwèi nátiě.	コーヒー一杯買ってきて、普通のラテで。	「带(dài)」は「携帯する・身につける」の他に「（ついでに）買ってくる、持ってくる」という意味で非常によく使われます。
phrase_0233	能不能再说一遍？	Néng bù néng zài shuō yí biàn?	もう一度言ってもらえませんか？	daily	1	A	me	sad	对不起，我没听清，能不能再说一遍？	Duìbuqǐ, wǒ méi tīng qīng, néng bù néng zài shuō yí biàn?	ごめんなさい、はっきり聞き取れなくて、もう一度言ってもらえませんか？	B	sensei	normal	好的，那我再说一遍。	Hǎo de, nà wǒ zài shuō yí biàn.	わかりました、じゃあもう一度言います。	「一遍(yí biàn)」は「一通り（最初から最後まで）」。発音が聞き取れなかった時に、相手の気分を害さずにもう一度お願いする魔法のフレーズ。
phrase_0234	请讲得慢一点可以吗？	Qǐng jiǎng de màn yìdiǎn kěyǐ ma?	もう少しゆっくりお話しいただけますか？	daily	2	A	dog	normal	刚才那个规则我听不懂，请讲得慢一点可以吗？	Gāngcái nàge guīzé wǒ tīng bù dǒng, qǐng jiǎng de màn yìdiǎn kěyǐ ma?	さっきのルールがよく分からなかったので、もう少しゆっくりお話しいただけますか？	B	cat	happy	好的，我慢慢讲。	Hǎo de, wǒ mànmàn jiǎng.	わかりました、ゆっくりお話ししますね。	「讲(jiǎng)」は「説明する・話す」という意味です。「说(shuō:言う)」と似ていますが、詳しい説明を求める時などは「讲」がよく使われます。
phrase_0235	帮我看一下孩子好吗？	Bāng wǒ kàn yíxià háizi hǎo ma?	ちょっと子供を見ていてくれませんか？	daily	2	A	panda	tired	我要去上个洗手间，帮我看一下孩子好吗？	Wǒ yào qù shàng ge xǐshǒujiān, bāng wǒ kàn yíxià háizi hǎo ma?	ちょっとお手洗いに行ってくるから、子供を見ていてくれない？	B	me	happy	你去吧，我看着他。	Nǐ qù ba, wǒ kànzhe tā.	行ってきな、私が見てるから。	「看(kān：一声)」は「見張る、面倒を見る」という意味（「看見のkàn：四声」ではない）。留守番や荷物の見張りをお願いする時に。
phrase_0236	你可以教我怎么做吗？	Nǐ kěyǐ jiāo wǒ zěnme zuò ma?	どういう風にやるのか、教えてもらえますか？	business	1	A	sensei	normal	这个软件的操作你学会了吗？	Zhège ruǎnjiàn de cāozuò nǐ xuéhuì le ma?	このソフトの操作、もう覚えましたか？	B	dog	sad	没有，你可以教我怎么做吗？	Méiyǒu, nǐ kěyǐ jiāo wǒ zěnme zuò ma?	まだです、どうやってやるのか教えてもらえますか？	やり方や手順が分からない時に。料理のレシピからパソコンの操作まで、「怎么(どうやって)做(する・作る)」は幅広く応用可能です。
phrase_0237	能不能把音乐关小点？	Néng bù néng bǎ yīn yuè guān xiǎo diǎn?	音楽のボリュームを少し下げていただけますか？	daily	2	A	me	tired	头好痛，能不能把音乐关小点？	Tóu hǎo tòng, néng bù néng bǎ yīn yuè guān xiǎo diǎn?	頭が痛いので、音楽のボリュームを少し下げていただけますか？	B	cat	normal	不好意思，我马上关小。	Bù hǎoyìsi, wǒ mǎshàng guān xiǎo.	すみません、すぐに下げますね。	「关小(guānxiǎo)」は「ボリュームを絞る」という意味です。テレビやエアコンの温度調整などにも使われます。逆は「开大(kāidà:大きくする)」です。
