id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0551	我最喜欢吃火锅。	Wǒ zuì xǐhuan chī huǒguō.	火鍋が一番好きなんです。	restaurant	1	A	panda	happy	冬天这么冷，晚上我们吃点什么好呢？	Dōngtiān zhème lěng, wǎnshang wǒmen chī diǎnr shénme hǎo ne?	冬はこんなに寒いから、夜僕たち何を食べたらいいかな？	B	dog	happy	我最喜欢吃火锅，特别是川渝的麻辣火锅，吃完全身都暖和了。	Wǒ zuì xǐhuan chī huǒguō, tèbié shì Chuān-Yú de málà huǒguō, chī wán quánshēn dōu nuǎnhuo le.	俺は火鍋が一番好きだな、特に四川や重慶の麻辣火鍋。食べたら全身が暖かくなるよ。	「火锅(huǒguō:火鍋)」。中国人の国民食であり、冬の最強のソウルフード。「去吃火锅吧(火鍋食べに行こう)」は最も失敗しない食事の誘い文句です。
phrase_0552	这道菜太辣了，我吃不了。	Zhè dào cài tài là le, wǒ chī bù liǎo.	この料理は辛すぎて、私には食べられません。	restaurant	1	A	cat	sad	你咳得这么厉害，脸都红了。	Nǐ ké de zhème lìhai, liǎn dōu hóng le.	ひどく咳き込んでるね、顔も真っ赤よ。	B	me	tired	咳咳……这道菜太辣了，我吃不了。赶紧给我倒杯水。	Ké ke...... Zhè dào cài tài là le, wǒ chī bù liǎo. Gǎnjǐn gěi wǒ dào bēi shuǐ.	ゲホゲホ……この料理辛すぎて、俺には食べられないよ。急いで水注いでくれ。	「太～了(～すぎる)」「吃不了(食べきれない、食べられない)」。四川料理など容赦ない辛さの料理に対して、ギブアップ宣言をする時のフレーズ。
phrase_0553	我对花生过敏。	Wǒ duì huāshēng guòmǐn.	私はピーナッツにアレルギーがあります。	restaurant	2	A	sensei	normal	这道宫保鸡丁里有很多花生米，很好吃。	Zhè dào gōngbǎojīdīng lǐ yǒu hěnduō huāshēngmǐ, hěn hǎochī.	この宮保鶏丁にはピーナッツがたくさん入っていて、とても美味しいですよ。	B	panda	sad	对不起，我对花生过敏，一点也不能碰。	Duìbuqǐ, wǒ duì huāshēng guòmǐn, yìdiǎn yě bùnéng pèng.	ごめんなさい、私はピーナッツアレルギーなんです。少しも触れません。	「对～过敏(～に対してアレルギーがある)」。中国料理には砕いたピーナッツやその油がよく使われるため、命に関わる重要な防衛フレーズです。
phrase_0554	请给我拿一双筷子。	Qǐng gěi wǒ ná yì shuāng kuàizi.	お箸をいただけますか？	restaurant	1	A	dog	tired	哎呀，我的筷子掉在地上了。	Āiyā, wǒ de kuàizi diào zài dìshang le.	あーあ、俺の箸が床に落ちちゃったよ。	B	me	happy	服务员，打扰一下，请给我拿一双筷子。	Fúwùyuán, dǎrǎo yíxià, qǐng gěi wǒ ná yì shuāng kuàizi.	店員さん、すみません、お箸をもう一膳いただけますか。	「双(shuāng:一対・ペアの量詞)」「筷子(kuàizi:箸)」。レストランで箸を落としたり、使い捨ての箸（一次性筷子）が欲しい時に店員を呼ぶ基本表現。
phrase_0555	服务员，买单！	Fúwùyuán, mǎidān!	店員さん、お会計お願いします！	restaurant	1	A	cat	happy	大家都吃饱了吗？那我去结账了。	Dàjiā dōu chī bǎo le ma? Nà wǒ qù jiézhàng le.	みんなお腹いっぱいになった？じゃあ私がお勘定に行ってくるわ。	B	dog	happy	服务员，买单！今天我请客，你们谁也别和我抢！	Fúwùyuán, mǎidān! Jīntiān wǒ qǐngkè, nǐmen shéi yě bié hé wǒ qiǎng!	店員さん、お会計！今日は俺の奢りだ、お前ら誰も俺と奪い合うなよ！	「买单(mǎidān:おあいそ)」。元々は広東語から広まった言葉ですが、今では全国共通。「结账(jiézhàng)」とも言います。「我请客(私がおごる)」とセットで。
phrase_0556	我们晚上去吃烧烤吧。	Wǒmen wǎnshang qù chī shāokǎo ba.	私たち、夜はバーベキューを食べに行きましょう。	restaurant	1	A	me	happy	今天周五了，加完班去放松一下？	Jīntiān zhōuwǔ le, jiā wán bān qù fàngsōng yíxià?	今日金曜だね、残業終わったらちょっとリラックスしに行かない？	B	panda	happy	绝对支持！我们晚上去吃烧烤吧，再配上冰啤酒！	Juéduì zhīchí! Wǒmen wǎnshang qù chī shāokǎo ba, zài pèishang bīng píjiǔ!	絶対賛成！夜は串焼き食べに行こうよ、冷えたビールも合わせてさ！	「烧烤(shāokǎo)」。中国の夜の屋台や専門店で食べる串焼き(羊肉串など)のこと。夏の夜風に吹かれながらビール(啤酒)と共に楽しむ深夜食堂です。
phrase_0557	我想点一份鱼香肉丝	Wǒ xiǎng diǎn yí fèn Yúxiāng-ròusī	魚香肉絲を一人前お願いします。	restaurant	1	A	sensei	normal	两位想吃点什么？这是我们的菜单。	Liǎngwèi xiǎng chī diǎnr shénme? Zhè shì wǒmen de càidān.	おふたりは何を召し上がりますか？こちらがメニューです。	B	me	happy	我想点一份鱼香肉丝，再来两碗米饭。	Wǒ xiǎng diǎn yí fèn Yúxiāng-ròusī, zài lái liǎng wǎn mǐfàn.	魚香肉絲を一人前お願いします。あとご飯を2杯。	「份(fèn:料理などの一人前・1セットの量詞)」。魚香肉糸は中国のどの中華料理屋(馆子)にもある定番の家庭料理(家常菜)で、ご飯が止まらなくなります。
phrase_0558	你能吃辣吗？	Nǐ néng chī là ma?	あなたは辛いものを食べられますか？	restaurant	1	A	cat	happy	这里有一家新开的湘菜馆，听说味道很正宗。	Zhèlǐ yǒu yì jiā xīn kāi de Xiāngcàiguǎn, tīng shuō wèidao hěn zhèngzōng.	ここに新しくオープンした湖南料理店があるんだけど、本場の味らしいわよ。	B	dog	surprised	湘菜？你能吃辣吗？我可受不了那种变态辣。	Xiāngcài? Nǐ néng chī là ma? Wǒ kě shòubùliǎo nà zhǒng biàntàilà.	湖南料理？君、辛いもの食べられるの？俺はあんな異常な辛さは耐えられないよ。	「能吃辣吗？」。中国人と食事に行く際の最初のヒアリング事項。「微辣(微辛)」「中辣(中辛)」「重辣(激辛)」「变态辣(やばい辛さ)」などの段階があります。
phrase_0559	今天的汤有点儿咸。	Jīntian de tāng yǒudiǎnr xián.	今日のスープは少し塩辛いですね。	restaurant	2	A	panda	sad	今天的汤有点儿咸，是不是盐放多了？	Jīntiān de tāng yǒudiǎnr xián, shì bú shì yán fàng duō le?	今日のスープ少ししょっぱいわ、塩を入れすぎたんじゃない？	B	sensei	tired	对不起，我刚才打电话没注意，手滑了。	Duìbuqǐ, wǒ gāngcái dǎ diànhuà méi zhùyì, shǒu huá le.	ごめんなさい、さっき電話してて気を取られて、手が滑ったんです。	「咸(xián:しょっぱい・塩辛い)」。味覚に関する形容詞。「甜(甘い)」「酸(すっぱい)」「苦(苦い)」「鲜(うまみがある)」などと組み合わせて食卓の感想を伝えます。
phrase_0560	这家餐厅的招牌菜是什么？	Zhè jiā cāntīng de zhāopáicài shì shénme?	このレストランの看板メニューは何ですか？	restaurant	1	A	me	happy	哇，菜单这么厚，我根本不知道点什么。	Wa, càidān zhème hòu, wǒ gēnběn bù zhīdào diǎn shénme.	うわ、メニューがこんなに分厚い。俺まったく何を頼めばいいかわからないよ。	B	dog	happy	问问服务员吧。你好，这家餐厅的招牌菜是什么？	Wènwen fúwùyuán ba. Nǐhǎo, zhè jiā cāntīng de zhāopáicài shì shénme?	店員に聞いてみようよ。すみません、このレストランの看板メニューは何ですか。	「招牌菜(zhāopáicài:看板料理・おすすめメニュー)」。初めて入ったレストランでメニューが多すぎて迷った時、店員の推し(推荐)を聞くのが一番の近道です。
