id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0176	你平时有什么爱好？	Nǐ píngshí yǒu shénme àihào?	あなたは普段どんな趣味がありますか？	daily	1	A	cat	happy	你平时有什么爱好？	Nǐ píngshí yǒu shénme àihào?	あなたは普段どんな趣味がありますか？	B	dog	happy	我喜欢看电影和听音乐。	Wǒ xǐhuan kàn diànyǐng hé tīng yīnyuè.	映画を見ることと音楽を聴くことが好きです。	初対面の相手や同僚と仲良くなるための鉄板フレーズ。「平时(píngshí)」は「普段・平生」という意味で、日常の習慣を聞き出す時に便利です。
phrase_0177	我喜欢在周末看电影。	Wǒ xǐhuan zài zhōumò kàn diànyǐng.	私は週末に映画を見るのが好きです。	daily	1	A	panda	happy	你休息的时候一般做什么？	Nǐ xiūxi de shíhou yìbān zuò shénme?	休みの時は大抵何をしていますか？	B	me	happy	我喜欢在周末看电影。	Wǒ xǐhuan zài zhōumò kàn diànyǐng.	私は週末に映画を見るのが好きです。	「喜欢(xǐhuan)」は「好きだ・好む」。「在周末(zài zhōumò:週末に)」といった時間や場所を表す言葉は、動詞（看）の前に置くのが中国語の基本ルールです。
phrase_0178	你喜欢听什么类型的音乐？	Nǐ xǐhuan tīng shénme lèixíng de yīnyuè?	どんなジャンルの音楽をよく聴くんですか？	daily	2	A	dog	normal	你喜欢听什么类型的音乐？	Nǐ xǐhuan tīng shénme lèixíng de yīnyuè?	どんなジャンルの音楽をよく聴くんですか？	B	sensei	happy	我比较喜欢流行音乐和古典乐。	Wǒ bǐjiào xǐhuan liúxíng yīnyuè hé gǔdiǎnyuè.	ポップスやクラシックをよく聴きますよ。	「类型(lèixíng)」はタイプや種類を指します。映画や本の話にも「什么类型的电影？（どんなジャンルの映画？）」と応用できる便利。な単語です。
phrase_0179	你每天都去健身房运动吗？	Nǐ měitiān dōu qù jiànshēnfáng yùndòng ma?	あなたは毎日ジムに行って運動しますか？	daily	2	A	cat	surprised	你最近看起来瘦了。你每天都去健身房运动吗？	Nǐ zuìjìn kàn qǐlái shòu le. Nǐ měitiān dōu qù jiànshēnfáng yùndòng ma?	最近痩せたように見えるね。あなたは毎日ジムに行って運動しますか？	B	panda	happy	没有每天去，一周大概去三次。	Méiyǒu měitiān qù, yì zhōu dàgài qù sān cì.	毎日は行ってないよ、週に大体3回くらい。	中国の都市部でもフィットネスブームが起きており、「健身房(jiànshēnfáng:ジム)」の話題は若者やビジネスマンの間で非常に盛り上がります。
phrase_0180	我对中国历史很感兴趣。	Wǒ duì Zhōngguó lìshǐ hěn gǎn xìngqù.	私は中国の歴史にとても興味があります。	daily	2	A	me	happy	我对中国历史很感兴趣。	Wǒ duì Zhōngguó lìshǐ hěn gǎn xìngqù.	私は中国の歴史にとても興味があります。	B	sensei	happy	那你可以去参观故宫博物院。	Nà nǐ kěyǐ qù cānguān Gùgōng Bówùyuàn.	それなら故宮博物院を見学しに行くといいですよ。	「对～感兴趣(duì ～ gǎn xìngqù)」で「～に対して興味を感じる」という構文。自分の熱意や好きな話題をアピールする強力なフレーズです。
phrase_0181	你的周末过得怎么样？	Nǐ de zhōumò guò de zěnmeyàng?	あなたの週末はどうでしたか？	daily	1	A	cat	normal	早上好！你的周末过得怎么样？	Zǎoshang hǎo! Nǐ de zhōumò guò de zěnmeyàng?	おはよう！あなたの週末はどうでしたか？	B	dog	happy	过得很开心，我和朋友去露营了。	Guò de hěn kāixīn, wǒ hé péngyou qù lùyíng le.	とても楽しかったよ、友達とキャンプに行ったんだ。	月曜日の朝に職場で同僚と交わす挨拶がわりの定番フレーズ。「过得(guòde)」は「過ごした結果」を尋ねるための結果補語と呼ばれる表現です。
phrase_0182	我们一起去打篮球吧。	Wǒmen yìqǐ qù dǎ lánqiú ba.	私たち一緒にバスケをしに行きましょう。	daily	1	A	panda	happy	下午天气不错，我们一起去打篮球吧。	Xiàwǔ tiānqì búcuò, wǒmen yìqǐ qù dǎ lánqiú ba.	午後は天気がいいし、私たち一緒にバスケをしに行きましょう。	B	me	happy	好啊，我刚好很久没运动了。	Hǎo a, wǒ gānghǎo hěn jiǔ méi yùndòng le.	いいね、ちょうど長いこと運動してなかったんだ。	「打(dǎ)」は「叩く、打つ」という意味の他にスポーツを「プレイする（手を使う競技）」際にも広く使われます。テニスなら「打网球(dǎ wǎngqiú)」です。
phrase_0183	我不会游泳，你可以教我吗？	Wǒ bú huì yóuyǒng, nǐ kěyǐ jiāo wǒ ma?	私は泳げないのですが、教えてもらえますか？	daily	2	A	dog	sad	我不会游泳，你可以教我吗？	Wǒ bú huì yóuyǒng, nǐ kěyǐ jiāo wǒ ma?	私は泳げないのですが、教えてもらえますか？	B	cat	happy	当然可以！下周我们去游泳馆吧。	Dāngrán kěyǐ! Xiàzhōu wǒmen qù yóuyǒngguǎn ba.	もちろんいいよ！来週プールに行こう。	「会(huì)」は「学習や練習を通して何かができる」という能力を表します。スキルを教え合うことで相手との距離がぐっと近づきます。
phrase_0184	你玩电子游戏吗？	Nǐ wán diànzǐ yóuxì ma?	あなたはテレビゲームで遊びますか？	daily	1	A	me	happy	你玩电子游戏吗？晚上一起打游戏啊。	Nǐ wán diànzǐ yóuxì ma? Wǎnshang yìqǐ dǎ yóuxì a.	あなたはテレビゲームで遊びますか？夜一緒にゲームしようよ。	B	panda	tired	我最近太忙了没时间玩。	Wǒ zuìjìn tài máng le méi shíjiān wán.	ここ最近忙しすぎて遊ぶ時間がないんだ。	「玩游戏(wán yóuxì:ゲームをする)」は年代を問わず共通の話題。若者の間ではスマホゲームやオンラインゲームを「打游戏(dǎ yóuxì)」と言うことも多いです。
phrase_0185	哪部电影让你印象最深？	Nǎ bù diànyǐng ràng nǐ yìnxiàng zuì shēn?	一番印象に残っている映画は何ですか？	daily	3	A	sensei	normal	你看过很多科幻电影，哪部电影让你印象最深？	Nǐ kàn guò hěn duō kēhuàn diànyǐng, nǎ bù diànyǐng ràng nǐ yìnxiàng zuì shēn?	SF映画をたくさん観ているようですが、一番印象に残っているのはどの作品ですか？	B	dog	happy	肯定《流浪地球》。	Kěndìng shì 《Liúlàng Dìqiú》.	間違いなく『流転の地球』ですね。	「印象(yìnxiàng)」が「深(shēn)」というのは「深い感銘を受けた、忘れられない」ことを表す、非常にネイティブらしい素敵な表現です。
