id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0626	我想剪个短发，换个心情。	Wǒ xiǎng jiǎn ge duǎnfà, huàn ge xīnqíng.	ショートヘアにして、気分転換したいんです。	fashion	1	A	cat	sad	最近工作压力太大了，每天都很烦躁。	Zuìjìn gōngzuò yālì zhēn dà le, měitiān dōu hěn fánzào.	最近仕事のストレスがあまりにも大きすぎて、毎日すごくイライラするわ。	B	panda	happy	周末去逛街吧？	Zhōumò qù guàngjiē ba?	週末にショッピングでも行かない？	「剪短发(ショートヘアにする)」「换心情(気分を換える・気分転換する)」。失恋した時や、人生のリセットボタンを押したい時、中国の若者も髪を切って気分を変えます。
phrase_0627	你的新口红颜色真好看。	Nǐ de xīn kǒuhóng yánsè zhēn hǎokàn.	あなたの新しい口紅の色、本当に綺麗ですね。	fashion	1	A	cat	happy	你看，昨天李佳琦直播间抢到的！	Nǐ kàn, zuótiān Lǐ Jiāqí zhíbōjiān qiǎngdào de!	見てよ、昨日李佳琦のライブ配信ルームで勝ち取ったの！	B	panda	surprised	哇，这就是那个传说中的断货王吗？你的新口红颜色真好看。	Wa, zhè jiùshì nàge chuánshuō zhōng de duànhuò wáng ma? Nǐ de xīn kǒuhóng yánsè zhēn hǎokàn.	わあ、これが伝説の品切れ王なの？あなたの新しいリップの色本当に綺麗ね。	「口红(kǒuhóng:口紅・リップ)」。女性同士の会話で最も盛り上がるコスメの話題。「色号(カラーナンバー)」を聞かれたら、それは最大級の褒め言葉です。
phrase_0628	这个发型很适合你的脸型。	Zhège fàxíng hěn shìhé nǐ de liǎnxíng.	この髪型、あなたの輪郭にすごく似合っていますよ。	fashion	2	A	me	tired	托尼老师，您觉得我剪这款锡纸烫怎么样？	Tuōní lǎoshī, nín juéde wǒ jiǎn zhè kuǎn xīzhǐtàng zěnmeyàng?	トニー先生、俺このツイストパーマにするのどう思います？	B	sensei	happy	帅哥，这个发型很适合你的脸型，能显得五官更立体。	Shuàigē, zhège fàxíng hěn shìhé nǐ de liǎnxíng, néng xiǎnde wǔguān gèng lìtǐ.	イケメンさん、そのヘアスタイルはあなたの顔の輪郭にすごく似合いますよ。顔のパーツがより立体的に見えますから。	「発型(fàxíng:髪型)」「顔型(liǎnxíng:顔の形)」。中国におけるカリスマ美容師の代名詞は「Tony老师（トニー先生）」であり、彼の口八丁にみんな乗せられます。
phrase_0629	这件衬衫买小了一号，我穿不进去。	Zhè jiàn chènshān mǎi xiǎo le yí hào, wǒ chuān bú jìnqù.	このシャツ、ワンサイズ小さいのを買っちゃって、入らないんです。	fashion	2	A	dog	sad	哎，最近又长胖了。	Ai, zuìjìn yòu zhǎng pàng le.	ああ、最近また太っちゃったよ。	B	cat	normal	怎么了？衣服不合身吗？	Zěnme le? Yīfu bù héshēn ma?	どうしたの？服のサイズが合わないの？	「大/小一号(ワンサイズ大きい/小さい)」「穿不进去(着て入ることができない)」。ネット通販（网购）のサイズミスや、自身の体型の変化（发福）に直面した悲しい現実。
phrase_0630	我觉得你戴这副眼镜很斯文。	Wǒ juéde nǐ dài zhè fù yǎnjìng hěn sīwén.	私、あなたがこの眼鏡を掛けると、とても知的に見えると思います。	fashion	2	A	me	happy	我刚换了一副黑框眼镜，你看怎么样？会不会像个呆子？	Wǒ gāng huàn le yí fù hēikuàng yǎnjìng, nǐ kàn zěnmeyàng? Huì bú huì xiàng ge dāizi?	俺さっき黒縁メガネに変えたんだけど、どうかな？オタクみたいに見えない？	B	panda	happy	不会啊，我觉得你戴这副眼镜很斯文，像个大学教授。	Bú huì a, wǒ juéde nǐ dài zhè fù yǎnjìng hěn sīwén, xiàng ge dàxué jiàoshòu.	そんなことないわ、あなたがこのメガネ掛けるととても知的よ、大学教授みたい。	「斯文(sīwén:文教顔・知的で上品な様子)」。本来は良い意味ですが、ネット用語では「斯文败类(知的だが性悪な卑劣漢＝ギャップ萌え属性)」などとしても好まれます。
phrase_0631	帮我推荐一款保湿面霜吧。	Bāng wǒ tuījiàn yì kuǎn bǎoshí miànshuāng ba.	おすすめの保湿クリーム、教えてもらえますか？	fashion	2	A	cat	tired	冬天一到，我的脸就开始起皮，干得要命。	Dōngtiān yí dào, wǒ de liǎn jiù kāishǐ qǐpí, gān de yàomìng.	冬になると、私の顔の皮が剥け始めて、乾燥して死にそうなの。	B	panda	happy	你的角质层太薄了。帮我推荐一款保湿面霜吧。你去买那个海蓝之谜的，虽然贵但管用。	Nǐ de jiǎozhìcéng tài báo le. "Bāng wǒ tuījiàn yì kuǎn bǎoshí miànshuāng ba." Nǐ qù mǎi nàge Hǎilán-zhīmí de, suīrán guì dàn guǎnyòng.	あなたの角質層が薄すぎるのよ。「私に保湿クリーム勧めて」って言うなら、あのLa Merを買いなさい。高いけど効くから。	「保湿面霜(bǎoshí miànshuāng)」。スキンケア（护肤）の相談。中国の北方は冬の乾燥（干燥）が異常なため、保湿アイテムの話題は男女問わず切実です。
phrase_0632	你的皮肤真好，平时怎么保养的？	Nǐ de pífū zhēn hǎo, píngshí zěnme bǎoyǎng de?	あなたの肌本当に綺麗ですね、普段どうやってケアしているんですか？	fashion	1	A	cat	surprised	哇，今天没开美颜滤镜，你本人比照片还好看！	Wa, jīntiān méi kāi měiyán lǜjìng, nǐ běnrén bǐ zhàopiàn hái hǎokàn!	わぁ、今日は美顔フィルターかけてないのに、実物のほうが写真より綺麗！	B	panda	happy	哎呀，你嘴真甜。	Aiya, nǐ zuǐ zhēn tián.	あらまあ、本当にお世辞が上手いのね。	「皮肤好(肌が綺麗)」「保养(bǎoyǎng:スキンケアする・手入れして保つ)」。女性へのこの上ない賞賛。「天生丽質(生まれつき美人)」と言われたいのが女心です。
phrase_0633	今天出门太急，我没化妆。	Jīntiān chūmén tài jí, wǒ méi huàzhuāng.	今日急いで家を出てきたから、すっぴんなんです。	fashion	1	A	dog	happy	咱们在这儿拍张合影发朋友圈吧？	Zánmen zài zhèr pāi zhāng héyǐng fā péngyouquān ba?	俺らここで一緒に写真撮ってモーメンツにアップしようよ？	B	cat	angry	不行！今天出门太急，我没化妆。素颜不能出镜！	Bùxíng! Jīntiān chūmén tài jí, wǒ méi huàzhuāng. Sùyán bùnéng chūjìng!	ダメ！今日家出るの急ぎすぎたから、私化粧してないの。すっぴんでカメラに写れないわ！	「没化粧(メイクをしていない)」「素顔(sùyán:すっぴん)」。急な呼び出しでカメラを向けられた女性の悲鳴。ただしこの後「美顔相机（美顔アプリ）」を使えば許可が下ります。
phrase_0634	这条裙子搭配高跟鞋会显得腿长。	Zhè tiáo qúnzi dāpèi gāogēnxié huì xiǎnde tuǐ cháng.	このスカートは、ハイヒールとコーディネートすると足が長く見えます。	fashion	2	A	panda	normal	导购小姐，这件连衣裙应该配什么鞋子呢？我是穿平底鞋来的。	Dǎogòu xiǎojie, zhè jiàn liányīqún yīnggāi pèi shénme xiézi ne? Wǒ shì chuān píngdǐxié lái de.	店員さん、このワンピースにはどんな靴を合わせるべきかしら？私ぺたんこ靴で来たのよね。	B	sensei	happy	这条裙子搭配高跟鞋会显得腿长。您可以试试旁边这双裸色的。	Zhè tiáo qúnzi dāpèi gāogēnxié huì xiǎnde tuǐ cháng. Nín kěyǐ shìshi pángbiān zhè shuāng luǒsè de.	このスカートはハイヒールと合わせると足が長く見えますよ。隣にあるこちらのヌードカラーのものを試してみてください。	「搭配(dāpèi:組み合わせる・コーデする)」「显(xiǎn:〜に見える)」。ショップ店員のプロフェッショナルなアドバイス。「显高(背が高く見える)」「显瘦(痩せて見える)」など。
phrase_0635	老板，这双鞋有三十八码的吗？	Lǎobǎn, zhè shuāng xié yǒu sānshíbā mǎ de ma?	すみません、この靴の38サイズはありますか？	fashion	1	A	cat	happy	这双帆布鞋太好看了，多少钱？	Zhè shuāng fānbùxié tài hǎokàn le, duōshao qián?	このキャンバススニーカーすごく可愛い、いくら？	B	sensei	normal	这双特价，两百块。可以试穿。	Zhè shuāng tèjià, liǎngbǎi kuài. Kěyǐ shìchuān.	これ特売で、200元だよ。試着していいよ。	「码(mǎ:サイズ)」。中国の靴サイズはヨーロッパと同じ「欧码（38＝約24.0cm、40＝約25.0cm）」が一般的。「小半码(0.5小さい)」などの調整を頼みます。
