id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0476	今天天气不错。	Jīntiān tiānqì búcuò.	今日はいい天気ですね。	weather	1	A	cat	happy	今天天气不错，咱们去公园走走吧。	Jīntiān tiānqì búcuò, zánmen qù gōngyuán zǒuzou ba.	今日は天気がいいから、公園へ散歩に行きましょう。	B	dog	happy	好主意！正好我也想去晒晒太阳。	Hǎo zhuyi! Zhènghǎo wǒ yě xiǎng qù shàishai tàiyáng.	いい考えだね！ちょうど僕も日光浴したいと思ってたんだ。	「天气(tiānqì:天気)」「不错(búcuò:悪くない＝良い)」。お出かけの誘いや、近所の人との何気ない挨拶で最も使われるポジティブな導入フレーズです。中国人は天気がいいと公園で日光浴(晒太阳)や太極拳(打太极)を楽しみます。
phrase_0477	明天会下雨吗？	Míngtiān huì xiàyǔ ma?	明日は雨が降るでしょうか？	daily	1	A	me	normal	我们明天去爬山好不好？	Wǒmen míngtiān qù páshān hǎo bù hǎo?	明日僕たち山登りに行かない？	B	cat	normal	你查天气预报了吗？明天会下雨吗？	Nǐ chá tiānqì yùbào le ma? Míngtiān huì xiàyǔ ma?	天気予報調べたの？明日は雨降るのかな？	「会〜吗？(〜する可能性があるか？)」。未来の天気を尋ねるときは、必ず「会(huì)」を使って予測のニュアンスを持たせます。
phrase_0478	外面风太大了。	Wàimiàn fēng tài dà le.	外は風が強すぎます。	daily	1	A	sensei	tired	哎呀，我的雨伞都被吹坏了。	Āiyā, wǒ de yǔsǎn dōu bèi chuīhuài le.	あーあ、俺の傘が吹っ飛ばされちゃったよ。	B	dog	surprised	快进屋吧，外面风太大了。	Kuài jìnwū ba, wàimiàn fēng tài dà le.	早く家に入りなさい、外は風が強すぎるよ。	「风大(fēng dà:風が大きい＝強風)」。春の北京の砂嵐(沙尘暴)や、夏の沿岸部の台風(台风)など、中国の厳しい気候を表す時によく使います。
phrase_0479	今天热死我了。	Jīntiān rè sǐ wǒ le.	今日は暑くて死にそうです。	daily	2	A	panda	tired	这到底是什么鬼天气，今天热死我了！	Zhè dàodǐ shì shénme guǐ tiānqì, jīntiān rè sǐ wǒ le!	これ一体なんてクソみたいな天気なの、今日暑くて死にそう！	B	me	tired	是啊，感觉马路都在冒烟。快开空调！	Shì a, gǎnjué mǎlù dōu zài màoyān. Kuài kāi kōngtiáo!	そうだよな、道路から煙が出てるみたいだ。早くエアコンつけて！	「～死我了(～すぎて死にそうだ)」。誇張を好む若者たちの口癖。「热死(暑く死ぬ)」「冷死(寒くて死ぬ)」「餓死(お腹空いて死ぬ)」など無限に使い回せます。
phrase_0480	天气预報说下午有雨。	Tiānqì yùbào shuō xiàwǔ yǒu yǔ.	天気予報では、午後は雨だと言っていました。	weather	1	A	cat	normal	快带上伞，天气预報说下午有雨。	Kuài dàishang sǎn, tiānqì yùbào shuō xiàwǔ yǒu yǔ.	早く傘を持って、天気予報で午後は雨だって言ってたから。	B	panda	normal	好的，谢谢。幸亏你提醒我。	Hǎo de, xièxie. Xìngkuī nǐ tíxǐng wǒ.	分かった、ありがとう。教えてくれて助かったよ。	「天气预報(tiānqì yùbào)」。外出前に家族や同僚と情報を共有する時の定番フレーズ。「有雨(雨がある＝降る)」というシンプルな表現を好みます。
phrase_0481	昨天晚上下雪了。	Zuótiān wǎnshang xiàxuě le.	昨日の夜、雪が降りました。	daily	1	A	dog	surprised	你看窗外！一片白茫茫的！	Nǐ kàn chuāngwài! Yí piàn báimángmáng de!	窓の外を見て！辺り一面真っ白だよ！	B	panda	happy	哇，昨天晚上下雪了！我们去打雪仗吧！	Wa, zuótiān wǎnshang xiàxuě le! Wǒmen qù dǎxuězhàng ba!	わぁ、昨日の夜雪が降ったんだわ！私たち雪合戦しに行こう！	「下雪(xià xuě)」。南方出身の中国人は雪を見ると異常なほどテンションが上がり、わざわざ「哈尔滨（ハルビン）」まで雪を見に行くほど雪が大好きです。
phrase_0482	最近一直没下雨。	Zuìjìn yìzhí méi xiàyǔ.	最近ずっと雨が降っていません。	weather	2	A	cat	tired	路边的花都要干枯了。	Lùbiān de huā dōu yào gānkū le.	路肩の花がもう枯れそうだわ。	B	dog	normal	是啊，最近一直没下雨。气温还这么高。	Shì a, zuìjìn yìzhí méi xiàyǔ. Qìwēn hái zhème gāo.	そうだね、最近ずっと雨が降ってない。その上気温もこんなに高いし。	「一直(yìzhí:ずっと)」＋否定の「没(méi)」。乾燥しやすい北方地域などで、雨を待ちわびる時や天候不順を憂う時の会話表現です。
phrase_0483	多穿点儿，别着凉了。	Duō chuān diǎnr, bié zháoliáng le.	もっとたくさん着込んで、風邪を引かないように。	daily	1	A	dog	happy	妈，我只穿一件短袖就出门了。	Mā, wǒ zhǐ chuān yí jiàn duǎnxiù jiù chūmén le.	母さん、俺半袖一枚だけ着て出かけるよ。	B	cat	angry	外面零下十度呢！多穿点儿，别着凉了！	Wàimiàn língxià shí dù ne! Duō chuān diǎnr, bié zháoliáng le!	外はマイナス10度よ！たくさん着込みなさい、風邪引かないように！	「着凉(zháoliáng)」は「涼しさに触れる=体が冷えて風邪を引く」こと。中国人はお腹を冷やすことを極端に恐れるため、このお節介は愛の証拠です。
phrase_0484	雾霾太严重了，看不清路。	Wùmái tài yánzhòng le, kàn bù qīng lù.	スモッグがひどすぎて、道がはっきりと見えません。	daily	3	A	me	sad	航班怎么又取消了？	Hángbān zěnme yòu qǔxiāo le?	フライトはなんでまたキャンセルになったの？	B	sensei	tired	没办法，今天雾霾太严重了，看不清路，不仅飞机连高速也封了。	Méi bànfǎ, jīntiān wùmái tài yánzhòng le, kàn bù qīng lù, bùjǐn fēijī lián gāosù yě fēng le.	仕方ないよ、今日はスモッグがひどすぎて視界が悪いから。飛行機だけじゃなく高速道路も封鎖されたよ。	「雾霾(wùmái)」。PM2.5を含んだスモッグ。冬の都市部で重度のスモッグが発生すると、交通機関が麻痺するほどの深刻な話題(严重)になります。
phrase_0485	我最喜欢春天。	Wǒ zuì xǐhuan chūntiān.	私は春が一番好きです。	daily	1	A	panda	happy	一年四季中，你最喜欢哪个季节？	Yì nián sì jì zhōng, nǐ zuì xǐhuan nǎge jìjié?	一年のうちで、あなたはどの季節が一番好きですか？	B	me	happy	我最喜欢春天，因为不冷也不热，花都开了。	Wǒ zuì xǐhuan chūntiān, yīnwèi bù lěng yě bú rè, huā dōu kāi le.	私は春が一番好きです、寒くも暑くもないし、花が咲き乱れるので。	「一年四季」。春夏秋冬の中で一番好きな季節（季节）を答える、教科書的な自己紹介フレーズ。会話を広げるのに便利です。
