id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0701	我最近总觉得头晕，想去医院检查一下。	Wǒ zuìjìn zǒng juéde tóuyūn, xiǎng qù yīyuàn jiǎnchá yíxià.	最近、めまいがすることが多いので、一度病院で検査を受けようと思っています。	health	1	A	熊猫	疲れる	你脸色怎么这么差？要不要请个假？	Nǐ liǎnsè zěnme zhème chà? Yào bu yào qǐng ge jià?	君顔色がすごく悪いけど？休み取った方がいいんじゃない？	B	猫	悲しい	我最近总觉得头晕，想去医院检查一下。可能是低血糖犯了。	Wǒ zuìjìn zǒng juéde tóuyūn, xiǎng qù yīyuàn jiǎnchá yíxià. Kěnéng shì dīxuètáng fàn le.	私最近いつもめまいがして、病院に行って診察受けたいなと思って。低血糖が起きたのかもしれない。	「头晕(tóuyūn:めまいがする)」「去医院检查(病院へ検査/診察に行く)」。体調不良を訴える際の最も基本的なフレーズ。中国の病院は予約制が基本です。
phrase_0702	大夫，我嗓子疼得厉害，还一直咳嗽。	Dàifu, wǒ sǎngzi téng de lìhai, hái yìzhí késou.	先生、喉がすごく痛くて、咳もずっと止まらないんです。	health	1	A	先生	普通	你好，哪里不舒服？	Nǐhǎo, nǎlǐ bù shūfu?	こんにちは、どこか具合が悪いですか？	B	私	疲れる	大夫，我嗓子疼得厉害，还一直咳嗽。昨晚一宿都没睡好。	Dàifu, wǒ sǎngzi téng de lìhai, hái yìzhí késou. Zuówǎn yì xiǔ dōu méi shuì hǎo.	先生、俺喉がひどく痛くて、ずっと咳が出るんです。昨日の夜は一晩中よく眠れませんでした。	「大夫(dàifu:医者)」「嗓子疼(sǎngzi téng:喉が痛い)」「咳嗽(késou:咳をする)」。風邪（感冒）の典型的な症状を伝える表現です。“医生”ではなく“大夫”と呼ぶのが口語的です。
phrase_0703	这个药一天吃三次，饭后半小时服用。	Zhège yào yì tiān chī sān cì, fànhòu bàn xiǎoshí fúyòng.	この薬は1日3回、食後30分以内に飲んでください。	health	1	A	猫	疲れる	护士，这些药都是怎么吃的？	Hùshi, zhè xiē yào dōu shì zěnme chī de?	看護師さん、これらの薬は全部どうやって飲むんですか？	B	先生	普通	这个药一天吃三次，饭後半小时服用。另外那个白色的药片是睡前吃的。	Zhège yào yì tiān chī sān cì, fànhòu bàn xiǎoshí fúyòng. Lìngwài nàge báisè de yàopiàn shì shuìqián chī de.	この薬は1日3回、食後30分に服用してください。それからあの白い錠剤は寝る前に飲むものです。	「一天吃三次(1日に3回飲む)」「饭后服用(食後に服用する)」。薬局（药房）で薬を受け取る際の説明。中国語では薬を「飲む（喝）」ではなく「食べる（吃）」と言うので注意が必要です。
phrase_0704	你的体温是三十八度五，发烧了。	Nǐ de tǐwēn shì sānshíbā dù wǔ, fāshāo le.	あなたの体温は38度5分です、熱がありますね。	health	1	A	犬	疲れる	妈，我觉得身上发冷，是不是感冒了？	Mā, wǒ juéde shēnshang fālěng, shì bu shì gǎnmào le?	母さん、俺なんか寒気がする、風邪ひいたかな？	B	猫	普通	我拿体温计给你量一下。哎呀，你的体温是三十八度五，发烧了！快去躺着！	Wǒ ná tǐwēnjì gěi nǐ liáng yíxià. Aiya, nǐ de tǐwēn shì sānshíbā dù wǔ, fāshāo le! Kuài qù tǎngzhe!	私が体温計持ってきてあなたを測ってあげる。あらまあ、あなたの体温38度5分よ、熱があるわ！早く横になって！	「体温(tǐwēn)」「发烧(fāshāo:発熱する)」。小数点「.」は「点」と言うこともありますが、体温の場合は三十八度五（38.5）と「度」の後に数字を続けるのが一般的です。
phrase_0705	我对青霉素过敏，请不要给我开这种药。	Wǒ duì qīngméisù guòmǐn, qǐng búyào gěi wǒ kāi zhè zhǒng yào.	私はペニシリンにアレルギーがあります、この種の薬を私に処方しないでください。	health	2	A	先生	普通	你发烧有点严重，我给你开点消炎药吧。	Nǐ fāshāo yǒudiǎn yánzhòng, wǒ gěi nǐ kāi diǎnr xiāoyányào ba.	お熱が少しひどいですね、化膿止めを処方しましょう。	B	パンダ	疲れる	大夫，我对青霉素过敏，请不要给我开这种药。上次吃完全身出红疹子。	Dàifu, wǒ duì qīngméisù guòmǐn, qǐng búyào gěi wǒ kāi zhè zhǒng yào. Shàngcì chī wán quánshēn chū hóngzhěnzi.	先生、私ペニシリンにアレルギーがあるんです、この薬は開かないでください。前回飲んだあと全身に赤い発疹が出たので。	「过敏(guòmǐn:アレルギー)」「开药(kāi yào:薬を処方する)」。命に関わる重要な申告。「青霉素(qīngméisù:ペニシリン)」「头孢(tóubāo:セフェム系)」などのアレルギーは必ず点滴前に聞かれます。
phrase_0706	最近工作太累，我失眠很严重。	Zuìjìn gōngzuò tài lèi, wǒ shīmián hěn yánzhòng.	最近、仕事の疲れのせいか、ひどい不眠症（眠れないこと）に悩まされています。	health	2	A	私	疲れる	早啊……给我来杯最浓的美式。	Zǎo a......gěi wǒ lái bēi zuì nóng de měishì.	おはよう……俺に一番濃いアメリカーノを一杯くれ。	B	先生	驚く	你怎么搞的？看着像个大熊猫。	Nǐ zěnme gǎo de? Kànzhe xiàng ge dàxióngmāo.	君どうしたんだ？パンダみたいに見えるぞ。	「失眠(shīmián:不眠・眠れないこと)」。現代人の国民病。「熬夜(徹夜する)」とは異なり、「睡不着(眠りにつけない)」という受動的な苦痛を表します。
phrase_0707	医生建议我多喝水，注意休息。	Yīshēng jiànyì wǒ duō hē shuǐ, zhùyì xiūxi.	お医者さんは私に、多めに水を飲み、休息に注意するよう提案しました。	health	1	A	猫	普通	你的感冒好些了吗？吃药了吗？	Nǐ de gǎnmào hǎo xiē le ma? Chī yào le ma?	あなたの風邪少しは良くなった？薬は飲んだの？	B	パンダ	普通	好多了。去医院看了，医生建议我多喝水，注意休息，说扛两三天就好了。	Hǎo duō le. Qù yīyuàn kàn le, yīshēng jiànyì wǒ duō hē shuǐ, zhùyì xiūxi, shuō káng liǎng sān tiān jiù hǎo le.	だいぶ良くなったわ。病院に行って診てもらったんだけど、お医者さんは私に水多めに飲んで、休息に気をつけろって。2〜3日耐えれば治るって言ってた。	「多喝水(duō hē shuǐ:（お湯を）たくさん飲め)」。中国の万能薬。風邪でも腹痛でも生理痛でも彼氏は「多喝热水(お湯いっぱい飲んで)」としか言わないため、女性の怒りを買うことで有名です。
phrase_0708	帮我挂一个内科的专家号。	Bāng wǒ guà yí ge nèikē de zhuānjiāhào.	内科の専門医の予約を取ってもらえますか？	health	2	A	犬	疲れる	我这胃疼了快一个星期了，吃药也不管用。	Wǒ zhè wèi téng le kuài yí ge xīngqī le, chī yào yě bù guǎnyòng.	俺のこの胃痛もうすぐ一週間になるよ、薬飲んでも効かないし。	B	猫	普通	那不能再拖了。我这就用手机挂号，帮我挂一个内科的专家号，明天一早陪你去检查。	Nà bù néng zài tuō le. Wǒ zhè jiù yòng shǒujī guàhào, bāng wǒ guà yí ge nèikē de zhuānjiāhào, míngtiān yī zǎo péi nǐ qù jiǎnchá.	それならもう引き延ばせないね。私今すぐスマホで予約するわ、内科の「専門医チケット」ひとつ取っておくから、明日の朝一で検査に付き添うわ。	「挂号(guàhào:番号を掛ける＝病院の診察予約をとる)」「专家号(zhuānjiāhào)」。中国の大きな病院は一般医を「普通号」、大ベテランの医者を「专家号(高い)」と分けて予約をとります。
phrase_0709	她的胃病又犯了，疼得直冒冷汗。	Tā de wèibìng yòu fàn le, téng de zhí mào lěnghàn.	彼女の胃炎がまたぶり返して、ひどく痛んで冷や汗が出るほどです。	health	2	A	先生	驚く	小王怎么没来开会？我看她请了病假。	Xiǎo Wáng zěnme méi lái kāihuì? Wǒ kàn tā qǐng le bìngjià.	王さんがどうして会議に来ないんですか？彼女、病気休暇を取ったようですが。	B	パンダ	悲しい	老板，她的胃病又犯了，疼得直冒冷汗，我已经叫车把她送去急诊了。	Lǎobǎn, tā de wèibìng yòu fàn le, téng de zhí mào lěnghàn, wǒ yǐjīng jiào chē bǎ tā sòng qù jízhěn le.	社長、彼女の胃の病気がまたぶり返しちゃって、痛くて冷や汗だらだらなんです。もうタクシー呼んで彼女を救急外来に送りました。	「胃病(wèibìng:胃炎などの胃の持病)」「犯(fàn:（持病などが）再発する、ぶり返す)）」「冒冷汗(冷や汗が吹き出る)」。激痛を伴う急病の表現です。
phrase_0710	你需要去抽个血，化验一下。	Nǐ xūyào qù chōu ge xuè, huàyàn yíxià.	あなたは血を抽出して、少し化学検査に行く必要があります。	health	1	A	先生	普通	你的症状听起来像是细菌感染。	Nǐ de zhèngzhuàng tīng qǐlái xiàng shì xìjūn gǎnrǎn.	あなたの症状は聞いたところ細菌感染のようですね。	B	猫	疲れる	那该吃点什么药呢？	Nà gāi chī diǎnr shénme yào ne?	じゃあどんな薬を少し飲むべきですか？	「抽血(chōu xuè:血を抜く・採血する)」「化验(huàyàn:化学検査する・分析する)」。中国の病院では診察後、まず「验血(血液検査)」に行かされるのがデフォルトのプロセスです。
