id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0526	你的画在美术馆展出了。	Nǐ de huà zài měishùguǎn zhǎnchū le.	美術館に絵が展示されましたね。	daily	2	A	panda	happy	大消息！你的画在美术馆展出了，我今天去看过了。	Dà xiāoxi! Nǐ de huà zài měishùguǎn zhǎnchū le, wǒ jīntiān qù kàn guò le.	ビッグニュース！あなたの絵が美術館に展示されたわよ、私今日見てきたんだから。	B	me	surprised	真的吗？我原本只是抱着试试看的心态投稿的。	Zhēn de ma? Wǒ yuánběn zhǐshì bàozhe shìshikàn de xīntài tóugǎo de.	本当？もともとはダメ元で投稿しただけだったんだけど。	「美术馆(měishùguǎn)」「展出(zhǎnchū:展示される)」。芸術家としての成功や、趣味の作品が公に認められたことを祝う、誇らしくも謙虚な会話シーン。
phrase_0527	这是一部根据真人真事改编的电影。	Zhè shì yí bù gēnjù zhēnrén-zhēnshì gǎibiān de diànyǐng.	この映画は実話に基づいています。	business	3	A	dog	tired	这部电影的情节也太悲惨了，不可能是真的吧。	Zhè bù diànyǐng de qíngjié yě tài bēicǎn le, bù kěnéng shì zhēn de ba.	この映画のあらすじ悲惨すぎるよ、まさか本当のことじゃないよね。	B	me	normal	恰恰相反。这是一部根据真人真事改编的电影，现实往往比电影更残酷。	Qiàqià xiāngfǎn. Zhè shì yí bù gēnjù zhēnrén-zhēnshì gǎibiān de diànyǐng, xiànshí wǎngwǎng bǐ diànyǐng gèng cánkù.	まさにその逆だ。これは実在の人物と事実に基づいて脚色された映画なんだ、現実は往々にして映画より残酷なもんさ。	「根据(〜に基づいて)」「改编(脚色する)」。映画のキャッチコピーやレビュー(影评)で絶対に登場する「実話に基づいた感動のストーリー」の決まり文句。
phrase_0528	你听过这首钢琴曲吗？	Nǐ tīng guò zhè shǒu gāngqínqǔ ma?	あなた、このピアノ曲を聴いたことがありますか？	daily	2	A	panda	happy	你听，背景音乐真好听。你听过这首钢琴曲吗？	Nǐ tīng, bèijǐng yīnyuè zhēn hǎotīng. Nǐ tīng guò zhè shǒu gāngqínqǔ ma?	聞いて、BGMすごくいいね。あなたこのピアノ曲聞いたことある？	B	sensei	happy	当然，这是贝多芬的《致爱丽丝》，非常经典。	Dāngrán, zhè shì Bèiduōfēn de “Zhì Àilìsī”, fēicháng jīngdiǎn.	もちろん、これはベートーヴェンの『エリーゼのために』だね、非常にクラシックだ。	「钢琴(gāngqín)」。中国の都市部では富の象徴としてピアノを習う子供(琴童)が数千万人単位でおり、ピアノの曲(曲)は教養の共通言語でもあります。
phrase_0529	小说的情节很吸引人。	Xiǎoshuō de qíngjié hěn xīyǐn rén.	その小説のあらすじは、とても人を惹きつけます。	daily	2	A	cat	happy	你昨晚怎么两点才睡？	Nǐ zuówǎn zěnme liǎng diǎn cái shuì?	あんた昨日の夜なんで2時まで起きてたの？	B	dog	tired	因为那本悬疑小说太好看了，小说的情节很吸引人，我放不下。	Yīnwèi nà běn xuányí xiǎoshuō tài hǎokàn le, xiǎoshuō de qíngjié hěn xīyǐn rén, wǒ fàngbúxià.	だってあのミステリー小説が面白すぎて。小説のプロットがすごく人を惹きつけるから、置けなかったんだ。	「情节(qíngjié:すじ・プロット)」「吸引(xīyǐn:吸い引く・魅了する)」。徹夜でページをめくらせるような、ミステリー(悬疑)やネット小説を高く評価する大人の語彙。
phrase_0530	他们去看话剧了。	Tāmen qù kàn huàjù le.	彼らはストレートプレイを見に行きました。	daily	2	A	me	normal	王总和李总怎么都没来参加晚宴？	Wáng Zǒng hé Lǐ Zǒng zěnme dōu méi lái cānjiā wǎnyàn?	王社長と李社長はどうして晩餐会に来てないんですか？	B	sensei	normal	他们去看话剧了，说是早就买好票了。	Tāmen qù kàn huàjù le, shuō shì zǎo jiù mǎi hǎo piào le.	彼らは演劇を見に行きましたよ、ずっと前からチケットを買ってあったそうです。	「话剧(huàjù)」。歌や踊りのないせりふ劇のこと（オペラなら歌剧、京劇は京剧）。映画(电影)より少し高尚なデートや、文化人(文艺青年)の趣味活動の代名詞。
phrase_0531	我喜欢听着音乐做家务。	Wǒ xǐhuan tīngzhe yīnyuè zuò jiāwù.	音楽を聴きながら家事をするのが好きなんです。	daily	2	A	dog	surprised	你怎么一边拖地一边跳舞啊？这么开心？	Nǐ zěnme yìbiān tuōdì yìbiān tiàowǔ a? Zhème kāixīn?	なんで床拭きしながら踊ってるの？そんなに楽しい？	B	panda	happy	我不觉得累呀，我喜欢听着音乐做家务，感觉时间过得很快.	Wǒ bù juéde lèi ya, wǒ xǐhuan tīngzhe yīnyuè zuò jiāwù, gǎnjué shíjiān guò de hěn kuài.	疲れないわよ。音楽を聴きながら家事をするのが好きだから、時間があっという間に過ぎる気がするの。	「听着(聴きながら)」「做家务(家事をする)」。動作の継続を表す「着」を使って、BGMと共に楽しく作業する様子を表します。
phrase_0532	我买了两张电影套票。	Wǒ mǎi le liǎng zhāng diànyǐng tàopiào.	映画のセット券を2枚買いました。	daily	2	A	cat	happy	今晚有时间吗？我买了两张电影套票，送你一张去不去？	Jīnwǎn yǒu shíjiān ma? Wǒ mǎi le liǎng zhāng diànyǐng tàopiào, sòng nǐ yì zhāng qù bú qù?	今晩時間ある？映画のセット券を2枚買ったんだけど、1枚あげるから行かない？	B	me	happy	好啊，反正我下班也没事。是什么电影？	Hǎo a, fǎnzhèng wǒ xiàbān yě méishì. Shì shénme diànyǐng?	いいよ、どうせ仕事終わっても暇だし。何の映画？	「套票(tàopiào:セット券・回数券)」。複数枚綴りのチケットや、飲み物付きのお得なセットなどを指し、友人を誘う時の「きっかけ」としてよく使われます。
phrase_0533	这个演员的演技很棒。	Zhège yǎnyuán de yǎnjì hěn bàng.	この俳優の演技力はとても素晴らしいですね。	daily	1	A	sensei	happy	你觉得这部古装剧怎么样？	Nǐ juéde zhè bù gǔzhuāngjù zěnmeyàng?	この時代劇ドラマ、どう思う？	B	dog	happy	剧情一般，但是这个男主角演得真好，这个演员的演技很棒。	Jùqíng yìbān, dànshì zhège nán zhǔjué yǎn de zhēn hǎo, zhège yǎnyuán de yǎnjì hěn bàng.	ストーリーは普通だけど、この主役の男の演技は本当にいいね、この俳優の演技力はすごく素晴らしいよ。	「演技(yǎnjì:演技力)」「棒(bàng:すごい、最高)」。イケメンやアイドル(流量明星)ではなく、実力派俳優(实力派)の魂の乗ったドラマを見た一般視聴者がうなる絶賛フレーズ。
phrase_0534	不要剧透！	Bú yào jùtòu!	ネタバレしないで！	daily	2	A	cat	happy	哎，你看完那部推理电影了吗？最后凶手居然是那个小女孩！	Ai, nǐ kàn wán nà bù tuīlǐ diànyǐng le ma? Zuìhòu xiōngshǒu jūrán shì nàge xiǎo nǚhái!	ねえ、あの推理映画もう見終わった？最後、犯人はなんとあの小さな女の子だったのよ！	B	panda	angry	啊！我才看了一半，不要剧透！烦死了！	A! Wǒ cái kàn le yíbàn, bú yào jùtòu! Fán sǐ le!	ああっ！私まだ半分しか見てないのに、ネタバレしないでよ！最悪！	「剧透(jùtòu)」。剧情(ストーリー)が透路(漏れる)＝ネタバレのこと. 映画やドラマの話をする前に「内有剧透(ネタバレ注意)」と警告するのが現代ネット社会のマナー。
phrase_0535	摄影展今天开幕。	Shèyǐngzhǎn jīntiān kāimù.	写真展は今日開幕します。	daily	2	A	me	happy	周末我想去艺术区走走。	Zhōumò wǒ xiǎng qù yìshùqū zǒuzou.	週末はアート地区にぶらぶら行きたいな。	B	sensei	happy	刚好那个国际摄影展今天开幕，你可以去看看。	Gānghǎo nàge guójì shèyǐngzhǎn jīntiān kāimù, nǐ kěyǐ qù kànkan.	ちょうどその国際写真展が今日オープンするから、行ってみるといいよ。	「摄影展(写真展)」が「开幕(幕を開ける)」。展覧会やイベントの開始を知らせるフォーマルですが日常の遊びのスケジューリングでもよく使うオフィシャルな語彙。
