id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_901	确实如此。	Quèshí rúcǐ.	確かにそうだね。	basic	1	A	私	普通	我觉得健康比什么都重要。	Wǒ juéde jiànkāng bǐ shénme dōu zhòngyào.	健康は何よりも大切だと思います。	B	先生	普通	确实如此。	Quèshí rúcǐ.	確かにそうだね。	相手の意見や考えに強く同意する丁寧な表現です。真面目な会話やビジネスシーンでもよく使われます。
phrase_902	说的也是。	Shuō de yě shì.	言われてみればそうだね。	basic	1	A	犬	普通	今天下雨，我们还是明天再去吧。	Jīntiān xiàyǔ, wǒmen háishi míngtiān zài qù ba.	今日は雨だし、やっぱり明日行こうよ。	B	私	普通	说的也是。	Shuō de yě shì.	言われてみればそうだね。	最初は別の意見を持っていたけれど、相手の言葉を聞いて「たしかに一理あるな」と納得した時に使う便利な相槌です。
phrase_903	就是说啊。	Jiù shì shuō a.	本当そうですよね。	basic	1	A	猫	普通	最近的物价怎么越来越高了。	Zuìjìn de wùjià zěnme yuè lái yuè gāo le.	最近の物価、なんでこんなに上がってるんだろうね。	B	私	普通	就是说啊。	Jiù shì shuō a.	本当そうですよね。	相手の不満や意見に同調する時の定番フレーズです。日本語の「それな」「ほんとにね」に近いニュアンスで、会話を弾ませるのに非常に便利です。
phrase_904	那当然了。	Nà dāngrán le.	それは当然だよ。	basic	1	A	猫	普通	你这次考试通过了吗？	Nǐ zhè cì kǎoshì tōngguò le ma?	今回の試験は受かったの？	B	パンダ	普通	那当然了。	Nà dāngrán le.	それは当然だよ。	自信満々に「当たり前だ！」と答える時に使います。少し自慢げなニュアンスを含んだり、冗談めかして言うこともあります。
phrase_905	有道理。	Yǒu dàolǐ.	一理あるね。	basic	1	A	先生	普通	我觉得我们改变一下策略会更好。	Wǒ juéde wǒmen gǎibiàn yíxià cèlüè huì gèng hǎo.	戦略を少し変えたほうがいいと思うんだ。	B	私	普通	有道理。	Yǒu dàolǐ.	一理あるね。	相手の提案や主張に対して、「筋が通っている」「なるほど」と論理的に納得した際に使います。
phrase_906	我也是这么想的。	Wǒ yě shì zhème xiǎng de.	私もそう思っていたところだ。	basic	1	A	犬	普通	这个方案可能需要重新修改。	Zhège fāng'àn kěnéng xūyào chóngxīn xiūgǎi.	このプランはもう一度修正が必要かもしれないね。	B	私	普通	我也是这么想的。	Wǒ yě shì zhème xiǎng de.	私もそう思っていたところだ。	相手が偶然にも自分と同じ考えを口にした時に、「まさにそう！」と同調・意気投合する表現です。
phrase_907	还可以吧。	Hái kěyǐ ba.	まあまあだね。	basic	1	A	猫	普通	这部电影好看吗？	Zhè bù diànyǐng hǎokàn ma?	この映画、面白かった？	B	パンダ	普通	还可以吧。	Hái kěyǐ ba.	まあまあだね。	「すごく良しというわけではないが、悪くもない」という感想を述べる時の定番です。無難な返答として非常に便利です。
phrase_908	差不多吧。	Chàbuduō ba.	だいたいそんな感じ。	basic	1	A	先生	普通	你的工作已经完成了吗？	Nǐ de gōngzuò yǐjīng wánchéng le ma?	仕事はもう書き終わりましたか？	B	私	普通	差不多吧。	Chàbuduō ba.	だいたいそんな感じ。	完璧ではないものの、大体終わっている、あるいは大体の意味合いが合っているという時に便利な曖昧な表現です。
phrase_909	不一定。	Bù yīdìng.	いつもそうとは限らないよ。	basic	1	A	猫	普通	贵的衣服质量就一定好吗？	Guì de yīfu zhìliàng jiù yīdìng hǎo ma?	高い服は絶対品質がいいのかな？	B	私	普通	不一定。	Bù yīdìng.	いつもそうとは限らないよ。	絶対的な法則はない、例外もあるよと相手の思い込みを軽く否定したり、可能性の幅を持たせる時に使います。
phrase_910	很难说。	Hěn nán shuō.	何とも言えないですね。	basic	1	A	犬	普通	你觉得明天的比赛我们会赢吗？	Nǐ juéde míngtiān de bǐsài wǒmen huì yíng ma?	明日の試合、勝てると思う？	B	私	普通	很难说。	Hěn nán shuō.	何とも言えないですね。	状況が不確定で、はっきりとした答えや予測が出せない時に使う便利な表現です。直訳の「言うのが難しい」ではなく、「予測がつきにくい」というニュアンスです。
phrase_911	谁知道呢。	Shéi zhīdào ne.	誰にも分からないよ。	basic	1	A	猫	普通	他怎么突然辞职了？	Tā zěnme tūrán cízhí le?	彼、どうして急に辞めちゃったんだろう？	B	パンダ	普通	谁知道呢。	Shéi zhīdào ne.	誰にも分からないよ。	「私に聞かれても困る」「神のみぞ知る」といった諦めの感情や、ちょっとした無関心、お手上げ感を含む表現です。
phrase_912	随便你。	Suíbiàn nǐ.	あなたに任せるよ。	basic	1	A	犬	普通	周末去吃火锅还是烤肉？	Zhōumò qù chī huǒguō háishi kǎoròu?	週末は火鍋に行く？それとも焼肉？	B	私	普通	随便你。	Suíbiàn nǐ.	あなたに任せるよ。	相手の意見を尊重する時に使えますが、言い方次第では「好き勝手にすれば？」と投げやりで冷たい印象も与えるので注意しましょう。
phrase_913	无所谓。	Wúsuǒwèi.	どちらでもいいです（気にしません）。	basic	1	A	パンダ	普通	你想吃中餐还是西餐？	Nǐ xiǎng chī Zhōngcān háishi Xīcān?	中華と洋食、どっちが食べたい？	B	私	普通	无所谓。	Wúsuǒwèi.	どっちでもいいよ。	こだわりがないことや、どちらでも構わないという意思表示。文脈によっては「どうでもいい」と投げやりに聞こえることもあります。がないという、非常にフラットな心の状態を表します。
phrase_914	顺其自然吧。	Shùn qí zìrán ba.	流れに任せよう。	basic	1	A	犬	普通	对未来的工作我很焦虑。	Duì wèilái de gōngzuò wǒ hěn jiāolǜ.	将来の仕事についてすごく不安なんだ。	B	私	普通	顺其自然吧。	Shùn qí zìrán ba.	流れに任せよう。	無理に物事をコントロールしようとせず、自然の成り行きに身を任せる前向きな諦めや相手への励ましの言葉です。
phrase_915	听你的。	Tīng nǐ de.	あなたの言う通りにするよ。	basic	1	A	猫	普通	我们先去逛街，然后再吃晚饭，怎么样？	Wǒmen xiān qù guàngjiē, ránhòu zài chī wǎnfàn, zěnmeyàng?	先に買い物に行って、それから晩ごはんにする、どう？	B	私	普通	听你的。	Tīng nǐ de.	あなたの言う通りにするよ。	全面的に相手の提案や決定に従う意思を示す、協調性の高いフレーズです。デートのプランを決める時などによく使われます。
phrase_916	别往心里去。	Bié wǎng xīnli qù.	気にしないで。	basic	1	A	パンダ	普通	刚才我说错话了，对不起。	Gāngcái wǒ shuō cuò huà le, duìbùqǐ.	さっき言い間違えたよ、ごめん。	B	私	普通	别往心里去。	Bié wǎng xīnli qù.	気にしないで。	うっかり失言をしてしまった相手をフォローしたり、誰かの言葉で傷ついている人を「心に留めないで」と慰める時の優しいフレーズです。
phrase_917	別開玩笑了。	Bié kāi wánxiào le.	冗談でしょ。	basic	1	A	犬	普通	我听说你要结婚了，是真的吗？	Wǒ tīngshuō nǐ yào jiéhūn le, shì zhēn de ma?	結婚するって聞いたんだけど、本当？	B	私	普通	别开玩笑了。	Bié kāi wánxiào le.	冗談でしょ。	信じられない話を聞いた時や、相手がふざけている時にツッコミを入れるフレーズです。「からかわないで」という呆れたニュアンスも持っています。
phrase_918	别催我。	Bié cuī wǒ.	急かさないで。	basic	1	A	猫	普通	你快点啊，我们要迟到了！	Nǐ kuàidiǎn a, wǒmen yào chídào le!	早くしてよ、遅刻しちゃうよ！	B	パンダ	普通	别催我。	Bié cuī wǒ.	急かさないで。	周りから急かされてプレッシャーを感じている時に、「自分のペースでやらせて」と伝える直球な不満の表現です。
phrase_919	别误会。	Bié wùhuì.	誤解しないで。	basic	1	A	犬	普通	你是不是觉得我做得不好？	Nǐ shìbushì juéde wǒ zuò de bù hǎo?	私のやり方が良くないって思ってるんでしょ？	B	私	普通	别误会。	Bié wùhuì.	誤解しないで。	相手がネガティブな勘違いをしているのを急いで訂正したり弁明する時に使います。ドラマのセリフでもよく耳にします。
phrase_920	慢慢来。	Mànman lái.	焦らないで。	basic	1	A	猫	普通	这个语法太难学了，我有点受挫。	Zhège yǔfǎ tài nán xué le, wǒ yǒudiǎn shòucuò.	この文法難しすぎて、ちょっと挫折しそう。	B	先生	普通	慢慢来。	Mànman lái.	焦らないで。	焦ってテンパっている相手を「ゆっくり、自分のペースで進めれば大丈夫だよ」と優しくなだめる超重要ワードです。
phrase_921	多亏了你。	Duōkuīle nǐ.	全てはあなたのおかげです。	basic	1	A	先生	普通	今天的工作终于按时结束了。	Jīntiān de gōngzuò zhōngyú ànshí jiéshù le.	今日の仕事、なんとか時間通りに終わりましたね。	B	私	普通	多亏了你。	Duōkuīle nǐ.	全てはあなたのおかげです。	相手の直接的な協力や助けによって良い結果が得られた際、深い感謝と敬意を伝えるための美しいフレーズです。
phrase_922	帮大忙了。	Bāng dàmáng le.	大助かりだよ。	basic	1	A	猫	普通	我帮你把资料整理好了。	Wǒ bāng nǐ bǎ zīliào zhěnglǐ hǎo le.	資料、整理しておいたよ。	B	私	普通	帮大忙了。	Bāng dàmáng le.	大助かりだよ。	日常的なちょっとした手助けや、困っていた時にサポートしてくれた相手に対して、気軽に、しかし確実に感謝を伝える言葉です。
