id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0501	你平时喜欢做什么运动？	Nǐ píngshí xǐhuan zuò shénme yùndòng?	普段、どんなスポーツをされますか？	daily	1	A	cat	normal	我看你身材这么好，你平时喜欢做什么运动？	Wǒ kàn nǐ shēncái zhème hǎo, nǐ píngshí xǐhuan zuò shénme yùndòng?	あなたすごいスタイルがいいけど、普段どんなスポーツをするのが好きなの？	B	dog	happy	我喜欢打网球和游泳。	Wǒ xǐhuan dǎ wǎngqiú hé yóuyǒng.	俺はテニスと水泳が好きだよ。	「运动(yùndòng:運動・スポーツ)」。趣味や休日の過ごし方を聞く時の基本質問。「做什么(何をするか)」で具体的な種目を引き出します。
phrase_0502	我每天早上都去跑步。	Wǒ měitiān zǎoshang dōu qù pǎobù.	私は毎朝ジョギングに行きます。	daily	1	A	panda	surprised	你最近怎么这么有精神？	Nǐ zuìjìn zěnme zhème yǒu jīngshén?	君、最近なんでそんなに元気なの？	B	me	happy	因为我每天早上都去跑步，感觉身体变好了。	Yīnwèi wǒ měitiān zǎoshang dōu qù pǎobù, gǎnjué shēntǐ biàn hǎo le.	だって俺、毎朝ジョギングに行ってるからさ。体が良くなった気がするんだ。	「跑步(pǎobù:走る・ジョギング)」。健康志向の高まる中国の都市部（特にホワイトカラー）の間で大流行している朝活の代表格です。
phrase_0503	周末我们去打篮球吧。	Zhōumò wǒmen qù dǎ lánqiú ba.	週末、私たちバスケットボールをしに行きましょう。	daily	1	A	me	happy	这周你有什么安排？	Zhè zhōu nǐ yǒu shénme ānpái?	今週何か予定ある？	B	dog	happy	没什么事，周末我们去打篮球吧，好久没活动了。	Méi shénme shì, Zhōumò wǒmen qù dǎ lánqiú ba, hǎo jiǔ méi huódòng le.	何もないよ。週末、バスケしに行こうぜ、しばらく体動かしてないし。	「打(dǎ:打つ・手を使う球技をする)＋篮球(lánqiú)」。中国で最も男子に人気のある身近なスポーツです。休日の校庭や公園は若者で溢れかえります。
phrase_0504	你会游泳吗？	Nǐ huì yóuyǒng ma?	泳げますか？	daily	1	A	cat	happy	公司组织去海南岛团建，你会游泳吗？	Gōngsī zǔzhī qù Hǎinándǎo tuánjiàn, nǐ huì yóuyǒng ma?	会社が海南島にチームビルディング旅行を企画したわよ、あなた泳げる？	B	panda	sad	不会，我是只旱鸭子，只能在岸边看。	Bú huì, wǒ shì zhǐ hànyāzi, zhǐ néng zài ànbiān kàn.	泳げないよ、僕はカナヅチだから。岸辺で見てるしかないね。	「会(huì:学習して〜できる)＋游泳(yóuyǒng)」。水泳は体育の必須科目ではないため、中国では大人でも泳げない人が結構います。
phrase_0505	我办了一张健身卡。	Wǒ bàn le yì zhāng jiànshēnkǎ.	私はスポーツジムの会員カードを作りました。	daily	2	A	dog	surprised	你包里怎么带着运动鞋和毛巾？	Nǐ bāo lǐ zěnme dàizhe yùndòngxié hé máojīn?	なんでカバンにスニーカーとタオル入れてるの？	B	me	happy	我下班后去锻炼。我办了一张健身卡，就在公司楼下。	Wǒ xiàbān hòu qù duànliàn. Wǒ bàn le yì zhāng jiànshēnkǎ, jiù zài gōngsī lóuxià.	仕事の後に鍛えに行くんだ。ジムのカードを作ったんだよね、会社のすぐ下の。	「办卡(bàn kǎ:カードを作る)」「健身(jiànshēn:体を健やかにする＝トレーニングジム)」。中国のフィットネスブームを象徴する、サラリーマンの意識高い系発言。
phrase_0506	今晚有足球比赛。	Jīnwǎn yǒu zúqiú bǐsài.	今夜はサッカーの試合があります。	daily	1	A	sensei	happy	下班咱们去喝一杯吧？	Xiàbān zánmen qù hē yì bēi ba?	仕事終わったら一杯飲みに行こうか？	B	dog	happy	好啊，去上次那家酒吧吧，今晚有足球比赛。	Hǎo a, qù shàngcì nà jiǔbā ba, jīnwǎn yǒu zúqiú bǐsài.	いいですね、前回のあのバーに行きましょう。今夜はサッカーの試合がありますから。	「足球(zúqiú)」「比赛(bǐsài:試合)」。ワールドカップや欧州リーグなど、夜中から早朝にかけて放送されるサッカーの試合は、ビールと串焼き(撸串)のお供です。
phrase_0507	他跑得真快。	Tā pǎo de zhēn kuài.	彼は走るのが本当に速いです。	daily	1	A	cat	surprised	你看那个穿红衣服的人，他跑得真快！	Nǐ kàn nàge chuān hóng yīfu de rén, tā pǎo de zhēn kuài!	あの赤い服を着た人を見て、走るのすごく速い！	B	panda	happy	他是我们学校的田径队队长。	Tā shì wǒmen xuéxiào de tiánjìngduì duìzhǎng.	彼はうちの学校の陸上部のキャプテンだよ。	「跑得(走るのが)＋快(速い)」。様態補語「得」を使って動作の様子を描写する基本文型。「游泳游得好(泳ぐのが上手い)」などスポーツ観戦の感想で便利です。
phrase_0508	我们去滑雪吧。	Wǒmen qù huáxuě ba.	スキーに行きましょう。	daily	1	A	me	happy	放寒假了，你在家好无聊啊。	Fàng hánjià le, nǐ zài jiā hǎo wúliáo a.	冬休みに入ったのに、家で退屈そうだな。	B	sensei	happy	那我们去滑雪吧，听说北方的滑雪场已经开了。	Nà wǒmen qù huáxuě ba, tīng shuō běifāng de huáxuěchǎng yǐjīng kāi le.	じゃあスキーに行こうよ、北方のスキー場はもうオープンしたらしいよ。	「滑雪(huáxuě)」。北京冬季オリンピック以降、中国の若者や富裕層の間で爆発的に人気が高まっているウインタースポーツです。「滑冰(スケート)」もあります。
phrase_0509	我不擅长球类运动。	Wǒ bú shàncháng qiúlèi yùndòng.	私は球技が得意ではありません。	daily	2	A	dog	normal	下周的羽毛球比赛你报名吗？	Xiàzhōu de yǔmáoqiú bǐsài nǐ bàomíng ma?	来週のバドミントン大会、君は申し込む？	B	panda	sad	算了吧，我不擅长球类运动，我还是去当拉拉队吧。	Suàn le ba, wǒ bú shàncháng qiúlèi yùndòng, wǒ háishì qù dāng lālāduì ba.	やめておくよ、僕は球技が得意じゃないんだ。チアリーダーをやることにするよ。	「擅长(shàncháng:〜に長けている・得意だ)」「球类(qiúlèi)」。運動音痴を自認する人が、誘いをやんわりと断るときの上品な言い訳フレーズ。
phrase_0510	教练说我动作不标准。	Jiàoliàn shuō wǒ dòngzuò bù biāozhǔn.	コーチに、私のフォームが標準的ではないと言われました。	daily	2	A	cat	sad	昨天去上了瑜伽课，今天全身都疼。	Zuótiān qù shàng le yújiākè, jīntiān quánshēn dōu téng.	昨日ヨガのレッスンに行ったら、今日全身が痛いわ。	B	me	normal	是因为你没练过吧？教练怎么说？	Shì yīnwèi nǐ méi liàn guò ba? Jiàoliàn zěnme shuō?	練習したことがないからでしょ？コーチは何て言ってたの？	「教练(jiàoliàn:コーチ・インストラクター)」。「动作(動き)」が「标准(正しい・美しい)」。中国のジムではパーソナルトレーナー(私教)をつけるのがトレンド。
