id	chinese	pinyin	japanese	category	level	example1_speaker	example1_avatar	example1_expression	example1_chinese	example1_pinyin	example1_japanese	example2_speaker	example2_avatar	example2_expression	example2_chinese	example2_pinyin	example2_japanese	notes
phrase_0851	新加坡的首都是哪里？	Xīnjiāpō de shǒudū shì nǎlǐ?	シンガポールの首都はどこですか？	politics	1	A	犬	普通	这道地理题好难啊。新加坡的首都是哪里？	Zhè dào dìlǐtí hǎo nán a. Xīnjiāpō de shǒudū shì nǎlǐ?	この地理の問題すごく難しいな。シンガポールの首都はどこだい？	B	私	笑う	这你都不知道？新加坡的首都是哪里？当然就是新加坡自己啊，它是一个城市国家。	Zhè nǐ dōu bù zhīdào? Xīnjiāpō de shǒudū shì nǎlǐ? Dāngrán jiùshì Xīnjiāpō zìjǐ a, tā shì yí ge chéngshì guójiā.	お前こんなことすら知らないのか？シンガポールの首都はどこかだと？当然シンガポール自身に決まってるだろ、あそこは都市国家なんだから。	「首都(shǒudū:首都)」。中国の首都は「北京(Běijīng)」。ニュースでも「北京方面表示(北京側は以下のようにお考えを示した)」と政府の代名詞として使われます。
phrase_0852	两国领导人在峰会上举行了亲切的会谈。	Liǎng guó lǐngdǎorén zài fēnghuì shang jǔxíng le qīnqiè de huìtán.	両国の首脳は、サミットの場で和やかな会談を行いました。	politics	2	A	先生	普通	今天晚上的国际新闻头条是什么？	Jīntiān wǎnshang de guójì xīnwén tóutiáo shì shénme?	今夜の国際ニュースのトップは何だい？	B	猫	普通	Apec会议的最新消息。两国领导人在峰会上举行了亲切的会谈，就双边经贸合作达成了一致。	Eipékè huìyì de zuìxīn xiāoxi. Liǎng guó lǐngdǎorén zài fēnghuì shang jǔxíng le qīnqiè de huìtán, jiù shuāngbiān jīngmào hézuò dáchéng le yízhì.	APEC会議の最新ニュースよ。両国の首脳がサミットで和やかに会談し、二国間の経済貿易協力について合意に達したそうよ。	「领导人(lǐngdǎorén:国家指導者・リーダー)」「峰会(fēnghuì:頂上会議・サミット)」「亲切(qīnqiè:親しい、和やかである)」「会谈(huìtán:会談)」。CCTVの「新闻联播(夜7時の国営ニュース)」で必ず流れる定型文のような外交報道です。
phrase_0853	这项新的法律将于明年一月一日起正式实施。	Zhè xiàng xīn de fǎlǜ jiāng yú míngnián yīyuè yí rì qǐ zhèngshì shíshī.	この新しい法律は、来年の1月1日より、正式に実施されます。	politics	2	A	私	疲れる	听说国家刚通过了新的《个人信息保护法》，以后那些APP不能随便收集我们的数据了吧。	Tīngshuō guójiā gāng tōngguò le xīn de ≪Gèrén Xìnxī Bǎohù Fǎ≫, yǐhòu nàxiē èp bùnéng suíbiàn shōují wǒmen de shùjù le ba.	聞いたところ国が新しい『個人情報保護法』を可決したらしいな、今後はあのアプリたちも勝手に俺たちのデータを収集できなくなるだろ。	B	先生	普通	是的。这项新的法律将于明年一月一日起正式实施，违规的企业将会面临巨额罚款。	Shì de. Zhè xiàng xīn de fǎlǜ jiāng yú míngnián yīyuè yí rì qǐ zhèngshì shíshī, wéiguī de qǐyè jiāng huì miànlín jù'é fákuǎn.	そうだね。この新しい法律は来年の1月1日から正式に施行される、違反した企業は巨額の罰金に直面することになるよ。	「项法律(xiàng fǎlǜ:一つの法律のまとまり)」「将于〜起(jiāng yú...qǐ:〜から始まる予定である)」「正式实施(zhèngshì shíshī:正式に実施される)」。ニュースや役所からの「红头文件(赤い公印が押された官報)」などで見られる硬い表現です。
phrase_0854	政府承诺将进一步改善民生，提高居民的幸福感。	Zhèngfǔ chéngnuò jiāng jìnyībù gǎishàn mínshēng, tígāo jūmín de xìngfúgǎn.	政府は、さらに一歩進んで民生を改善し、住民の幸福感を引き上げることを承諾しました。	politics	2	A	猫	普通	你看市政府今年的工作报告了吗？关于老旧小区改造的那部分。	Nǐ kàn shì-zhèngfǔ jīnnián de gōngzuò bàogào le ma? Guānyú lǎojiù xiǎoqū gǎizào de nà bùfen.	市政府の今年の「活動報告」見た？老朽化したマンションの改造についてのあの部分。	B	犬	普通	看了。市长在会上说，政府承诺将进一步改善民生，提高居民的幸福感。不仅要加装电梯，还要增加绿化面积。	Kàn le. Shìzhǎng zài huì shang shuō, zhèngfǔ chéngnuò jiāng jìnyībù gǎishàn mínshēng, tígāo jūmín de xìngfúgǎn. Bùjǐn yào jiāzhuāng diàntī, hái yào zēngjiā lǜhuà miànjī.	見たよ。市長が会議の上で、政府は民生をさらに改善して、住民の幸福度を高めることを約束すると言ってたな。エレベーターを増設するだけじゃなく、緑化面積も増やすとさ。	「承诺(chéngnuò:承諾・約束する)」「改善民生(gǎishàn mínshēng:民生(人々の暮らし)を改善する)」「幸福感(xìngfúgǎn:幸福度)」。中国の各地方政府が目標に掲げる政治的スローガンです。
phrase_0865	我们强烈谴责一切形式的恐怖主义袭击。	Wǒmen qiángliè qiǎnzé yíqiè xíngshì de kǒngbù-zhǔyì xíjī.	我々は、いっさいの形式のテロリズムによる襲撃を強烈に非難します。	politics	2	A	猫	惊吓	你看国际新闻了吗？国外那个音乐厅突然遭到一群武装分子的无差别扫射，好多无辜平民当场死亡了！	Nǐ kàn guójì xīnwén le ma? Guówài nàge yīnyuètīng tūrán zāodào yì qún wǔzhuāng-fènzǐ de wú-chābié sǎoshè, hǎoduō wúgū píngmín dāngchǎng sǐwáng le!	国際ニュース見た？海外のあの音楽ホールが突然武装分子の集団に無差別掃射されて、たくさんの罪のない平民がその場で死亡したのよ！	B	先生	怒る	真是丧心病狂！外交部发言人已经表态了：“我们强烈谴责一切形式的恐怖主义袭击。”这种针对平民的暴力行为必须受到国际社会的严惩。	Zhēnshi sàngxīn-bìngkuáng! Wàijiāobù fāyánrén yǐjīng biǎotài le: "Wǒmen qiángliè qiǎnzé yíqiè xíngshì de kǒngbù-zhǔyì xíjī." Zhè zhǒng zhēnduì píngmín de bàolì-xíngwéi bìxū shòudào guójì-shèhuì de yánchéng.	本当に血も涙もなく狂ってるな！外務省報道官がもう態度を表明したよ。「我々は一切の形式のテロリズム的襲撃を強烈に非難する」と。こういう一般の平民向けた暴力行為は、	「强烈谴责(qiángliè qiǎnzé:強烈に非難する)」「一切形式(yíqiè xíngshì:すべての形式の)」「恐怖主义袭击(kǒngbùzhǔyì xíjī:テロリズム襲撃。略して「恐袭」)」。海外でテロ事件が発生した際、中国政府が必ず一昼夜（24時間）以内に発信する公式見解の定型文です。
phrase_0866	全球化给发展中国家带来了机遇，也带来了挑战。	Quánqiúhuà gěi fāzhǎn-zhōng guójiā dàilái le jīyù, yě dàilái le tiǎozhàn.	グローバル化は発展途上国にチャンスをもたらしたと同時に、チャレンジをももたらしました。	politics	2	A	私	普通	大家都说现在生意越来越难做了，外国产品全跑来抢占我们的市场。	Dàjiā dōu shuō xiànzài shēngyì yuèláiyuè nán zuò le, wàiguó chǎnpǐn quán pǎolái qiǎngzhàn wǒmen de shìchǎng.	みんな今のビジネスはますますやり難くなったって言ってるよ。外国の製品が全部走ってきて俺たちの市場を奪い合ってるからさ。	B	先生	普通	这就是双刃剑啊。全球化给发展中国家带来了机遇，也带来了挑战。你不开放，外资也不进来。这就倒逼我们必须提高自己的核心竞争力，不能老是躲在贸易保护的温室里。	Zhè jiùshì shuāngrènjiàn a. Quánqiúhuà gěi fāzhǎn-zhōng guójiā dàilái le jīyù, yě dàilái le tiǎozhàn. Nǐ bù kāifàng, wàizī yě bù jìnlái. Zhè jiù dàobī wǒmen bìxū tígāo zìjǐ de héxīn jìngzhēnglì, bùnéng lǎoshì duǒzài màoyì-bǎohù de wēnshì lǐ.	これこそが両刃の剣なのさ。グローバル化は発展途上国にチャンスをもたらしたし、同時に試練ももたらした。君自身が開放しなければ、外資も入ってこない。	「全球化(quánqiúhuà:グローバリゼーション)」「机遇(jīyù:好機・チャンス)」「挑战(tiǎozhàn:挑戦、ピンチや試練)」。中国経済の「改革开放(改革開放)」以降のジレンマと決意を語る経済ニュースの頻出フレーズ。
phrase_0867	政府出台了相关政策，鼓励年轻人自主创业。	Zhèngfǔ chūtái le xiāngguān zhèngcè, gǔlì niánqīngrén zìzhǔ-chuàngyè.	政府は関連政策を打ち出し、若者が自主的に起業することを奨励しています。	politics	2	A	犬	疲れる	在互联网大厂天天996被拼命压榨，我受够了！我打算辞职自己开个小咖啡馆。	Zài hùliánwǎng-dàchǎng tiāntiān jiǔ-jiǔ-liù bèi pīnmìng yāzhà, wǒ shòugòu le! Wǒ dǎsuàn cízhí zìjǐ kāi ge xiǎo kāfēiguǎn.	大手IT企業で毎日「996」で命懸けで搾取されて、もうたくさんだ！俺は辞めて自分で小さなカフェを開くつもりだ。	B	先生	普通	好想法！现在刚好有政策红利。政府出台了相关政策，鼓励年轻人自主创业，申请大学生创业贷款可以免息，而且第一年还能免很多税。	Hǎo xiǎngfǎ! Xiànzài gānghǎo yǒu zhèngcè hónglì. Zhèngfǔ chūtái le xiāngguān zhèngcè, gǔlì niánqīngrén zìzhǔ-chuàngyè, shēnqǐng dàxuéshēng chuàngyè-dàikuǎn kěyǐ miǎnxī, érqiě dì-yī nián hái néng miǎn hěnduō shuì.	いい考えだ！今ちょうど国からの政策の恩恵があるぞ。政府が関連政策を打ち出して、若者の自主起業を推奨してるんだ。大学生の起業ローンを申請すれば無利子になるし、	「出台政策(chūtái zhèngcè:政策を打ち出す)」「鼓励(gǔlì:奨励する・応援する)」「自主创业(zìzhǔ chuàngyè:自ら起業する)」。就職難（就业难）が続く中国において、「大衆創業、万衆創新（みんなで起業し、みんなでイノベーションを起こそう）」という国家の号令を反映した表現です。
phrase_0868	这位专家就如何解决人口老龄化问题提出了几点建议。	Zhè wèi zhuānjiā jiù rúhé jiějué rénkǒu-lǎolínghuà wèntí tí chū le jǐ diǎn jiànyì.	こちらの専門家は、いかに定して人口の高齢化問題を解決するかということについて、いくつかの提言・アドバイスを提出しました。	politics	2	A	パンダ	普通	你看今天的早间新闻了吗？关于咱们国家以后社保基金可能发不出来的问题。	Nǐ kàn jīntiān de zǎojiān-xīnwén le ma? Guānyú zánmen guójiā yǐhòu shèbǎo-jījīn kěnéng fābùchūlái de wèntí.	今日の朝のニュース見た？うちの国がこれから先、社会保険の年金が支給できなくなるかもしれない問題についてのやつ。	B	先生	普通	看了。这位专家就如何解决人口老龄化问题提出了几点建议，其中最核心的就是推迟法定退休年龄，现在不是已经定为65岁退休了吗，这政策迟早要落地。	Kàn le. Zhè wèi zhuānjiā jiù rúhé jiějué rénkǒu-lǎolínghuà wèntí tí chū le jǐ diǎn jiànyì, qízhōng zuìhéxīn de jiùshì tuīchí fǎdìng-tuìxiū niánlíng, xiànzài bú shì yǐjīng dìngwéi liù-shí-wǔ suì tuìxiū le ma, zhè zhèngcè chízǎo yào luòdì.	見たよ。あの専門家は「いかに人口高齢化問題を解決するか」についていくつか提言を出したよね。その中で一番の核心が「法定退職年齢の引き下げ遅延」だ。	「就～提出建议(jiù...tíchū jiànyì:〜について提言を出す)」「如何解决(いかに解決するか)」「人口老龄化(人口の高齢化)」。一人っ子政策の反動で中国が直面する最大の国家的危機「未富先老（豊かになる前に老いる）」への対処を語る報道や議論で用いられます。
phrase_0869	贸易保护主义不利于世界经济的稳定增长。	Màoyì-bǎohùzhǔyì búlìyú shìjiè-jīngjì de wěndìng zēngzhǎng.	貿易保護主義は、世界経済の安定した成長にとって不利です。	politics	2	A	犬	惊吓	你看到刚刚发布的外交部发言视频了吗？发言人的措辞极其犀利啊！针对那个国家要给我们的电车加征百分百的关税这事儿。	Nǐ kàndào gānggāng fābù de Wàijiāobù fāyán shìpín le ma? Fāyánrén de cuòcí jíqí xīlì a! Zhēnduì nàge guójiā yào gěi wǒmen de diànchē jiāzhēng bǎifēnbǎi de guānshuì zhè shìr.	たった今発表された外交部報道官の動画見たか？報道官の言辞が極めて鋭かったぞ！あの国が俺たちのEV車に100パーセントの関税を追加徴収するってことに対してさ。	B	先生	普通	是啊。发言人明确指出，贸易保护主义不利于世界经济的稳定增长，只会搬起石头砸自己的脚，这种逆全球化的行为必将遭到反噬。	Shì a. Fāyánrén míngquè zhǐchū, màoyì-bǎohùzhǔyì búlìyú shìjiè-jīngjì de wěndìng zēngzhǎng, zhǐ huì bānqǐ shítou zá zìjǐ de jiǎo, zhèzhǒng nì-quánqiúhuà de xíngwéi bìjiāng zāodào fǎnshì.	そうだね。報道官は明確に「貿易保護主義は世界経済の安定した成長に不利であり、自ら持ち上げた石で自分の足をぶつけ砕くだけだ」と指摘した。	「贸易保护主义(màoyì-bǎohùzhǔyì:貿易保護主義・関税障壁など)」「不利于(búlìyú:〜に不利である、〜を阻害する)」「稳定增长(wěndìng zēngzhǎng:安定した成長)」。中国が欧米（特にアメリカ）の関税制裁などを批判する際に用いる「大国外交」の決まり文句です。「搬起石头砸自己的脚(自分の足を叩く＝墓穴を掘る)」もよく報道官が使います。
phrase_0870	为了缓解交通拥堵，市政府决定实行机动车限行措施。	Wèile huǎnjiě jiāotōng-yōngdǔ, shì-zhèngfǔ juédìng shíxíng jīdòngchē xiànxíng cuòshī.	交通の渋滞を緩和するため、市政府は「自動車の制限・交通規制措置」を実行することを決定しました。	politics	2	A	私	疲れる	哎，我怎么突然收到交警的短信说我的车明天不能上路了？	Ai, wǒ zěnme tūrán shōudào jiāojǐng de duǎnxìn shuō wǒ de chē míngtiān bùnéng shànglù le?	えっ、俺なんで急に交通警察から「あなたの車は明日は公道を走れません」ってショートメッセージ受け取ったんだ？	B	猫	普通	你的车牌尾号是单数吧。为了缓解交通拥堵，市政府决定实行机动车限行措施，明天正好是“单号限行日”，你开上去就会被罚款和扣分的。	Nǐ de chēpái wěihào shì dānshù ba. Wèile huǎnjiě jiāotōng-yōngdǔ, shìzhèngfǔ juédìng shíxíng jīdòngchē xiànxíng cuòshī, míngtiān zhènghǎo shì "dānhào-xiànxíng-rì", nǐ kāi shàngqù jiù huì bèi fákuǎn hé kòufēn de.	あなたのナンバープレートの末尾の数字奇数でしょ？交通渋滞を緩和するために、市政府が自動車の走行規制措置を実行したの。明日はちょうど「奇数ナンバー規制日」だから、	「缓解(huǎnjiě:緩和する)」「交通拥堵(交通渋滞)」「实行(shíxíng:実行する)」「机动车(jīdòngchē:内燃機関を積んだ車輛=自動車。「新能源车」は含まれません)」「限行(xiànxíng:通行規制をする)」。北京の大渋滞「首堵」を緩和するために始まり、大都市で広く行われている「尾号限行(ナンバー末尾の数字による通行規制)」の政策を伝える文章です。
